landscape_id,split,stratum,horizon,metric,relative_error_level,largest_tested_epsilon,largest_tested_region,accepted_positive_epsilon_count,first_failing_epsilon,all_tested_positive_epsilons_pass
T11,target,regular-sensitivity,50,endpoint,0.01,0.003,extended-local,4,0.01,False
T11,target,regular-sensitivity,50,endpoint,0.05,0.01,extended-local,5,0.03,False
T11,target,regular-sensitivity,50,endpoint,0.1,0.03,stress,6,0.1,False
T11,target,regular-sensitivity,50,endpoint,0.2,0.03,stress,6,0.1,False
T12,target,regular-sensitivity,1,endpoint,0.01,0.1,stress,7,,True
T12,target,regular-sensitivity,1,endpoint,0.05,0.1,stress,7,,True
T12,target,regular-sensitivity,1,endpoint,0.1,0.1,stress,7,,True
T12,target,regular-sensitivity,1,endpoint,0.2,0.1,stress,7,,True
T12,target,regular-sensitivity,5,endpoint,0.01,0.003,extended-local,4,0.01,False
T12,target,regular-sensitivity,5,endpoint,0.05,0.01,extended-local,5,0.03,False
T12,target,regular-sensitivity,5,endpoint,0.1,0.03,stress,6,0.1,False
T12,target,regular-sensitivity,5,endpoint,0.2,0.03,stress,6,0.1,False
T12,target,regular-sensitivity,20,endpoint,0.01,0.0003,confirmatory,2,0.001,False
T12,target,regular-sensitivity,20,endpoint,0.05,0.001,confirmatory,3,0.003,False
T12,target,regular-sensitivity,20,endpoint,0.1,0.003,extended-local,4,0.01,False
T12,target,regular-sensitivity,20,endpoint,0.2,0.01,extended-local,5,0.03,False
T12,target,regular-sensitivity,50,endpoint,0.01,,,0,0.0001,False
T12,target,regular-sensitivity,50,endpoint,0.05,0.0001,confirmatory,1,0.0003,False
T12,target,regular-sensitivity,50,endpoint,0.1,0.0003,confirmatory,2,0.001,False
T12,target,regular-sensitivity,50,endpoint,0.2,0.0003,confirmatory,2,0.001,False
S01,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S01,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S01,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S01,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S01,source,regular-sensitivity,5,max_path,0.01,0.001,confirmatory,3,0.003,False
S01,source,regular-sensitivity,5,max_path,0.05,0.01,extended-local,5,0.03,False
S01,source,regular-sensitivity,5,max_path,0.1,0.01,extended-local,5,0.03,False
S01,source,regular-sensitivity,5,max_path,0.2,0.03,stress,6,0.1,False
S01,source,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
S01,source,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
S01,source,regular-sensitivity,20,max_path,0.1,0.1,stress,7,,True
S01,source,regular-sensitivity,20,max_path,0.2,0.1,stress,7,,True
S01,source,regular-sensitivity,50,max_path,0.01,0.001,confirmatory,3,0.003,False
S01,source,regular-sensitivity,50,max_path,0.05,0.003,extended-local,4,0.01,False
S01,source,regular-sensitivity,50,max_path,0.1,0.01,extended-local,5,0.03,False
S01,source,regular-sensitivity,50,max_path,0.2,0.01,extended-local,5,0.03,False
S02,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S02,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S02,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S02,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S02,source,regular-sensitivity,5,max_path,0.01,0.01,extended-local,5,0.03,False
S02,source,regular-sensitivity,5,max_path,0.05,0.1,stress,7,,True
S02,source,regular-sensitivity,5,max_path,0.1,0.1,stress,7,,True
S02,source,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
S02,source,regular-sensitivity,20,max_path,0.01,0.003,extended-local,4,0.01,False
S02,source,regular-sensitivity,20,max_path,0.05,0.01,extended-local,5,0.03,False
S02,source,regular-sensitivity,20,max_path,0.1,0.03,stress,6,0.1,False
S02,source,regular-sensitivity,20,max_path,0.2,0.1,stress,7,,True
S02,source,regular-sensitivity,50,max_path,0.01,0.003,extended-local,4,0.01,False
S02,source,regular-sensitivity,50,max_path,0.05,0.01,extended-local,5,0.03,False
S02,source,regular-sensitivity,50,max_path,0.1,0.03,stress,6,0.1,False
S02,source,regular-sensitivity,50,max_path,0.2,0.03,stress,6,0.1,False
S03,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S03,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S03,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S03,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S03,source,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
S03,source,regular-sensitivity,5,max_path,0.05,0.01,extended-local,5,0.03,False
S03,source,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
S03,source,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
S03,source,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
S03,source,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
S03,source,regular-sensitivity,20,max_path,0.1,0.01,extended-local,5,0.03,False
S03,source,regular-sensitivity,20,max_path,0.2,0.01,extended-local,5,0.03,False
S03,source,regular-sensitivity,50,max_path,0.01,0.0003,confirmatory,2,0.001,False
S03,source,regular-sensitivity,50,max_path,0.05,0.001,confirmatory,3,0.003,False
S03,source,regular-sensitivity,50,max_path,0.1,0.003,extended-local,4,0.01,False
S03,source,regular-sensitivity,50,max_path,0.2,0.01,extended-local,5,0.03,False
S04,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S04,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S04,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S04,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S04,source,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
S04,source,regular-sensitivity,5,max_path,0.05,0.03,stress,6,0.1,False
S04,source,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
S04,source,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
S04,source,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
S04,source,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
S04,source,regular-sensitivity,20,max_path,0.1,0.01,extended-local,5,0.03,False
S04,source,regular-sensitivity,20,max_path,0.2,0.01,extended-local,5,0.03,False
S04,source,regular-sensitivity,50,max_path,0.01,0.0003,confirmatory,2,0.001,False
S04,source,regular-sensitivity,50,max_path,0.05,0.001,confirmatory,3,0.003,False
S04,source,regular-sensitivity,50,max_path,0.1,0.003,extended-local,4,0.01,False
S04,source,regular-sensitivity,50,max_path,0.2,0.003,extended-local,4,0.01,False
S05,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S05,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S05,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S05,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S05,source,regular-sensitivity,5,max_path,0.01,0.01,extended-local,5,0.03,False
S05,source,regular-sensitivity,5,max_path,0.05,0.03,stress,6,0.1,False
S05,source,regular-sensitivity,5,max_path,0.1,0.1,stress,7,,True
S05,source,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
S05,source,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
S05,source,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
S05,source,regular-sensitivity,20,max_path,0.1,0.01,extended-local,5,0.03,False
S05,source,regular-sensitivity,20,max_path,0.2,0.03,stress,6,0.1,False
S05,source,regular-sensitivity,50,max_path,0.01,0.0003,confirmatory,2,0.001,False
S05,source,regular-sensitivity,50,max_path,0.05,0.001,confirmatory,3,0.003,False
S05,source,regular-sensitivity,50,max_path,0.1,0.003,extended-local,4,0.01,False
S05,source,regular-sensitivity,50,max_path,0.2,0.003,extended-local,4,0.01,False
S06,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S06,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S06,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S06,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S06,source,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
S06,source,regular-sensitivity,5,max_path,0.05,0.03,stress,6,0.1,False
S06,source,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
S06,source,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
S06,source,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
S06,source,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
S06,source,regular-sensitivity,20,max_path,0.1,0.01,extended-local,5,0.03,False
S06,source,regular-sensitivity,20,max_path,0.2,0.03,stress,6,0.1,False
S06,source,regular-sensitivity,50,max_path,0.01,0.0003,confirmatory,2,0.001,False
S06,source,regular-sensitivity,50,max_path,0.05,0.003,extended-local,4,0.01,False
S06,source,regular-sensitivity,50,max_path,0.1,0.003,extended-local,4,0.01,False
S06,source,regular-sensitivity,50,max_path,0.2,0.01,extended-local,5,0.03,False
S07,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S07,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S07,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S07,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S07,source,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
S07,source,regular-sensitivity,5,max_path,0.05,0.01,extended-local,5,0.03,False
S07,source,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
S07,source,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
S07,source,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
S07,source,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
S07,source,regular-sensitivity,20,max_path,0.1,0.01,extended-local,5,0.03,False
S07,source,regular-sensitivity,20,max_path,0.2,0.01,extended-local,5,0.03,False
S07,source,regular-sensitivity,50,max_path,0.01,0.0003,confirmatory,2,0.001,False
S07,source,regular-sensitivity,50,max_path,0.05,0.001,confirmatory,3,0.003,False
S07,source,regular-sensitivity,50,max_path,0.1,0.003,extended-local,4,0.01,False
S07,source,regular-sensitivity,50,max_path,0.2,0.003,extended-local,4,0.01,False
S08,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S08,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S08,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S08,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S08,source,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
S08,source,regular-sensitivity,5,max_path,0.05,0.01,extended-local,5,0.03,False
S08,source,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
S08,source,regular-sensitivity,5,max_path,0.2,0.03,stress,6,0.1,False
S08,source,regular-sensitivity,20,max_path,0.01,0.0003,confirmatory,2,0.001,False
S08,source,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
S08,source,regular-sensitivity,20,max_path,0.1,0.003,extended-local,4,0.01,False
S08,source,regular-sensitivity,20,max_path,0.2,0.01,extended-local,5,0.03,False
S08,source,regular-sensitivity,50,max_path,0.01,0.0003,confirmatory,2,0.001,False
S08,source,regular-sensitivity,50,max_path,0.05,0.003,extended-local,4,0.01,False
S08,source,regular-sensitivity,50,max_path,0.1,0.003,extended-local,4,0.01,False
S08,source,regular-sensitivity,50,max_path,0.2,0.01,extended-local,5,0.03,False
S09,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S09,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S09,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S09,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S09,source,regular-sensitivity,5,max_path,0.01,0.01,extended-local,5,0.03,False
S09,source,regular-sensitivity,5,max_path,0.05,0.03,stress,6,0.1,False
S09,source,regular-sensitivity,5,max_path,0.1,0.1,stress,7,,True
S09,source,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
S09,source,regular-sensitivity,20,max_path,0.01,0.003,extended-local,4,0.01,False
S09,source,regular-sensitivity,20,max_path,0.05,0.03,stress,6,0.1,False
S09,source,regular-sensitivity,20,max_path,0.1,0.03,stress,6,0.1,False
S09,source,regular-sensitivity,20,max_path,0.2,0.1,stress,7,,True
S09,source,regular-sensitivity,50,max_path,0.01,0.003,extended-local,4,0.01,False
S09,source,regular-sensitivity,50,max_path,0.05,0.03,stress,6,0.1,False
S09,source,regular-sensitivity,50,max_path,0.1,0.03,stress,6,0.1,False
S09,source,regular-sensitivity,50,max_path,0.2,0.1,stress,7,,True
S10,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S10,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S10,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S10,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S10,source,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
S10,source,regular-sensitivity,5,max_path,0.05,0.03,stress,6,0.1,False
S10,source,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
S10,source,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
S10,source,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
S10,source,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
S10,source,regular-sensitivity,20,max_path,0.1,0.01,extended-local,5,0.03,False
S10,source,regular-sensitivity,20,max_path,0.2,0.03,stress,6,0.1,False
S10,source,regular-sensitivity,50,max_path,0.01,0.0003,confirmatory,2,0.001,False
S10,source,regular-sensitivity,50,max_path,0.05,0.003,extended-local,4,0.01,False
S10,source,regular-sensitivity,50,max_path,0.1,0.003,extended-local,4,0.01,False
S10,source,regular-sensitivity,50,max_path,0.2,0.01,extended-local,5,0.03,False
S11,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S11,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S11,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S11,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S11,source,regular-sensitivity,5,max_path,0.01,0.01,extended-local,5,0.03,False
S11,source,regular-sensitivity,5,max_path,0.05,0.1,stress,7,,True
S11,source,regular-sensitivity,5,max_path,0.1,0.1,stress,7,,True
S11,source,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
S11,source,regular-sensitivity,20,max_path,0.01,0.003,extended-local,4,0.01,False
S11,source,regular-sensitivity,20,max_path,0.05,0.01,extended-local,5,0.03,False
S11,source,regular-sensitivity,20,max_path,0.1,0.03,stress,6,0.1,False
S11,source,regular-sensitivity,20,max_path,0.2,0.1,stress,7,,True
S11,source,regular-sensitivity,50,max_path,0.01,0.003,extended-local,4,0.01,False
S11,source,regular-sensitivity,50,max_path,0.05,0.01,extended-local,5,0.03,False
S11,source,regular-sensitivity,50,max_path,0.1,0.03,stress,6,0.1,False
S11,source,regular-sensitivity,50,max_path,0.2,0.03,stress,6,0.1,False
S12,source,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
S12,source,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
S12,source,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
S12,source,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
S12,source,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
S12,source,regular-sensitivity,5,max_path,0.05,0.03,stress,6,0.1,False
S12,source,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
S12,source,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
S12,source,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
S12,source,regular-sensitivity,20,max_path,0.05,0.01,extended-local,5,0.03,False
S12,source,regular-sensitivity,20,max_path,0.1,0.03,stress,6,0.1,False
S12,source,regular-sensitivity,20,max_path,0.2,0.03,stress,6,0.1,False
S12,source,regular-sensitivity,50,max_path,0.01,0.003,extended-local,4,0.01,False
S12,source,regular-sensitivity,50,max_path,0.05,0.01,extended-local,5,0.03,False
S12,source,regular-sensitivity,50,max_path,0.1,0.03,stress,6,0.1,False
S12,source,regular-sensitivity,50,max_path,0.2,0.03,stress,6,0.1,False
T01,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T01,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T01,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T01,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T01,target,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
T01,target,regular-sensitivity,5,max_path,0.05,0.03,stress,6,0.1,False
T01,target,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
T01,target,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
T01,target,regular-sensitivity,20,max_path,0.01,0.003,extended-local,4,0.01,False
T01,target,regular-sensitivity,20,max_path,0.05,0.01,extended-local,5,0.03,False
T01,target,regular-sensitivity,20,max_path,0.1,0.03,stress,6,0.1,False
T01,target,regular-sensitivity,20,max_path,0.2,0.03,stress,6,0.1,False
T01,target,regular-sensitivity,50,max_path,0.01,0.003,extended-local,4,0.01,False
T01,target,regular-sensitivity,50,max_path,0.05,0.01,extended-local,5,0.03,False
T01,target,regular-sensitivity,50,max_path,0.1,0.03,stress,6,0.1,False
T01,target,regular-sensitivity,50,max_path,0.2,0.03,stress,6,0.1,False
T02,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T02,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T02,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T02,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T02,target,regular-sensitivity,5,max_path,0.01,0.01,extended-local,5,0.03,False
T02,target,regular-sensitivity,5,max_path,0.05,0.03,stress,6,0.1,False
T02,target,regular-sensitivity,5,max_path,0.1,0.1,stress,7,,True
T02,target,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
T02,target,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
T02,target,regular-sensitivity,20,max_path,0.05,0.01,extended-local,5,0.03,False
T02,target,regular-sensitivity,20,max_path,0.1,0.01,extended-local,5,0.03,False
T02,target,regular-sensitivity,20,max_path,0.2,0.03,stress,6,0.1,False
T02,target,regular-sensitivity,50,max_path,0.01,0.001,confirmatory,3,0.003,False
T02,target,regular-sensitivity,50,max_path,0.05,0.003,extended-local,4,0.01,False
T02,target,regular-sensitivity,50,max_path,0.1,0.01,extended-local,5,0.03,False
T02,target,regular-sensitivity,50,max_path,0.2,0.01,extended-local,5,0.03,False
T03,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T03,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T03,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T03,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T03,target,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
T03,target,regular-sensitivity,5,max_path,0.05,0.01,extended-local,5,0.03,False
T03,target,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
T03,target,regular-sensitivity,5,max_path,0.2,0.03,stress,6,0.1,False
T03,target,regular-sensitivity,20,max_path,0.01,0.0003,confirmatory,2,0.001,False
T03,target,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
T03,target,regular-sensitivity,20,max_path,0.1,0.003,extended-local,4,0.01,False
T03,target,regular-sensitivity,20,max_path,0.2,0.01,extended-local,5,0.03,False
T03,target,regular-sensitivity,50,max_path,0.01,0.0003,confirmatory,2,0.001,False
T03,target,regular-sensitivity,50,max_path,0.05,0.001,confirmatory,3,0.003,False
T03,target,regular-sensitivity,50,max_path,0.1,0.003,extended-local,4,0.01,False
T03,target,regular-sensitivity,50,max_path,0.2,0.003,extended-local,4,0.01,False
T04,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T04,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T04,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T04,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T04,target,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
T04,target,regular-sensitivity,5,max_path,0.05,0.01,extended-local,5,0.03,False
T04,target,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
T04,target,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
T04,target,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
T04,target,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
T04,target,regular-sensitivity,20,max_path,0.1,0.01,extended-local,5,0.03,False
T04,target,regular-sensitivity,20,max_path,0.2,0.01,extended-local,5,0.03,False
T04,target,regular-sensitivity,50,max_path,0.01,0.0003,confirmatory,2,0.001,False
T04,target,regular-sensitivity,50,max_path,0.05,0.001,confirmatory,3,0.003,False
T04,target,regular-sensitivity,50,max_path,0.1,0.003,extended-local,4,0.01,False
T04,target,regular-sensitivity,50,max_path,0.2,0.01,extended-local,5,0.03,False
T05,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T05,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T05,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T05,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T05,target,regular-sensitivity,5,max_path,0.01,0.01,extended-local,5,0.03,False
T05,target,regular-sensitivity,5,max_path,0.05,0.1,stress,7,,True
T05,target,regular-sensitivity,5,max_path,0.1,0.1,stress,7,,True
T05,target,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
T05,target,regular-sensitivity,20,max_path,0.01,0.003,extended-local,4,0.01,False
T05,target,regular-sensitivity,20,max_path,0.05,0.01,extended-local,5,0.03,False
T05,target,regular-sensitivity,20,max_path,0.1,0.03,stress,6,0.1,False
T05,target,regular-sensitivity,20,max_path,0.2,0.1,stress,7,,True
T05,target,regular-sensitivity,50,max_path,0.01,0.003,extended-local,4,0.01,False
T05,target,regular-sensitivity,50,max_path,0.05,0.01,extended-local,5,0.03,False
T05,target,regular-sensitivity,50,max_path,0.1,0.1,stress,7,,True
T05,target,regular-sensitivity,50,max_path,0.2,0.1,stress,7,,True
T06,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T06,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T06,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T06,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T06,target,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
T06,target,regular-sensitivity,5,max_path,0.05,0.01,extended-local,5,0.03,False
T06,target,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
T06,target,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
T06,target,regular-sensitivity,20,max_path,0.01,0.001,confirmatory,3,0.003,False
T06,target,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
T06,target,regular-sensitivity,20,max_path,0.1,0.01,extended-local,5,0.03,False
T06,target,regular-sensitivity,20,max_path,0.2,0.01,extended-local,5,0.03,False
T06,target,regular-sensitivity,50,max_path,0.01,0.0003,confirmatory,2,0.001,False
T06,target,regular-sensitivity,50,max_path,0.05,0.001,confirmatory,3,0.003,False
T06,target,regular-sensitivity,50,max_path,0.1,0.003,extended-local,4,0.01,False
T06,target,regular-sensitivity,50,max_path,0.2,0.003,extended-local,4,0.01,False
T07,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T07,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T07,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T07,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T07,target,regular-sensitivity,5,max_path,0.01,0.01,extended-local,5,0.03,False
T07,target,regular-sensitivity,5,max_path,0.05,0.03,stress,6,0.1,False
T07,target,regular-sensitivity,5,max_path,0.1,0.1,stress,7,,True
T07,target,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
T07,target,regular-sensitivity,20,max_path,0.01,0.003,extended-local,4,0.01,False
T07,target,regular-sensitivity,20,max_path,0.05,0.01,extended-local,5,0.03,False
T07,target,regular-sensitivity,20,max_path,0.1,0.03,stress,6,0.1,False
T07,target,regular-sensitivity,20,max_path,0.2,0.03,stress,6,0.1,False
T07,target,regular-sensitivity,50,max_path,0.01,0.003,extended-local,4,0.01,False
T07,target,regular-sensitivity,50,max_path,0.05,0.01,extended-local,5,0.03,False
T07,target,regular-sensitivity,50,max_path,0.1,0.03,stress,6,0.1,False
T07,target,regular-sensitivity,50,max_path,0.2,0.03,stress,6,0.1,False
T08,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T08,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T08,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T08,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T08,target,regular-sensitivity,5,max_path,0.01,0.003,extended-local,4,0.01,False
T08,target,regular-sensitivity,5,max_path,0.05,0.01,extended-local,5,0.03,False
T08,target,regular-sensitivity,5,max_path,0.1,0.03,stress,6,0.1,False
T08,target,regular-sensitivity,5,max_path,0.2,0.03,stress,6,0.1,False
T08,target,regular-sensitivity,20,max_path,0.01,0.0003,confirmatory,2,0.001,False
T08,target,regular-sensitivity,20,max_path,0.05,0.003,extended-local,4,0.01,False
T08,target,regular-sensitivity,20,max_path,0.1,0.003,extended-local,4,0.01,False
T08,target,regular-sensitivity,20,max_path,0.2,0.01,extended-local,5,0.03,False
T08,target,regular-sensitivity,50,max_path,0.01,0.0001,confirmatory,1,0.0003,False
T08,target,regular-sensitivity,50,max_path,0.05,0.001,confirmatory,3,0.003,False
T08,target,regular-sensitivity,50,max_path,0.1,0.001,confirmatory,3,0.003,False
T08,target,regular-sensitivity,50,max_path,0.2,0.003,extended-local,4,0.01,False
T09,target,regular-sensitivity,1,max_path,0.01,0.1,stress,7,,True
T09,target,regular-sensitivity,1,max_path,0.05,0.1,stress,7,,True
T09,target,regular-sensitivity,1,max_path,0.1,0.1,stress,7,,True
T09,target,regular-sensitivity,1,max_path,0.2,0.1,stress,7,,True
T09,target,regular-sensitivity,5,max_path,0.01,0.01,extended-local,5,0.03,False
T09,target,regular-sensitivity,5,max_path,0.05,0.03,stress,6,0.1,False
T09,target,regular-sensitivity,5,max_path,0.1,0.1,stress,7,,True
T09,target,regular-sensitivity,5,max_path,0.2,0.1,stress,7,,True
T09,target,regular-sensitivity,20,max_path,0.01,0.003,extended-local,4,0.01,False
T09,target,regular-sensitivity,20,max_path,0.05,0.01,extended-local,5,0.03,False
T09,target,regular-sensitivity,20,max_path,0.1,0.03,stress,6,0.1,False
T09,target,regular-sensitivity,20,max_path,0.2,0.1,stress,7,,True
T09,target,regular-sensitivity,50,max_path,0.01,0.003,extended-local,4,0.01,False
T09,target,regular-sensitivity,50,max_path,0.05,0.01,extended-local,5,0.03,False
T09,target,regular-sensitivity,50,max_path,0.1,0.03,stress,6,0.1,False
