landscape_id,split,stratum,horizon,region,epsilon_count,epsilon_minimum,epsilon_maximum,endpoint_residual_sign,endpoint_quadratic_scale_minimum,endpoint_quadratic_scale_median,endpoint_quadratic_scale_maximum,endpoint_quadratic_scale_relative_range,endpoint_relative_residual_median,max_path_residual_sign,max_path_quadratic_scale_minimum,max_path_quadratic_scale_median,max_path_quadratic_scale_maximum,max_path_quadratic_scale_relative_range,max_path_relative_residual_median
T03,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-211.37964628536596,-173.07884109564395,-134.77803590592197,0.4425821775471312,-0.4762506814938063,negative,-211.37964628536596,-173.07884109564395,-134.77803590592197,0.4425821775471312,-0.4762506814938063
T03,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-1488.8082554117416,-1483.7794705986003,-1466.3324796161671,0.015147652492123425,-0.008397065752437451,negative,-1488.8082554117416,-1483.7794705986003,-1466.3324796161671,0.015147652492123425,-0.008397065752437451
T03,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-1417.792168837371,-1340.236735318247,-1262.6813017991228,0.11573393188735141,-0.1592151036812282,negative,-1417.792168837371,-1340.236735318247,-1262.6813017991228,0.11573393188735141,-0.1592151036812282
T03,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-929.2221130719437,-683.0173922800061,-436.8126714880685,0.7209325079411882,-0.6749393017036702,negative,-929.2221130719437,-683.0173922800061,-436.8126714880685,0.7209325079411882,-0.6749393017036702
T04,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-7.047314121155779e-12,1.385369442620367e-10,3.190264892538597e-09,23.079130434782606,4.432168397668162e-14,numerical-zero,-7.047314121155779e-12,1.385369442620367e-10,3.190264892538597e-09,23.079130434782606,4.432168397668162e-14
T04,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-1.5901631863120731e-12,-6.302828629382398e-13,3.2959746043559335e-13,0.9598803233738331,-7.862281331515692e-16,numerical-zero,-1.5901631863120731e-12,-6.302828629382398e-13,3.2959746043559335e-13,0.9598803233738331,-7.862281331515692e-16
T04,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-4.163336342344336e-15,-1.5419764230904917e-16,3.854941057726238e-15,0.004009138700035287,-1.6032887421130046e-16,numerical-zero,-4.163336342344336e-15,-1.5419764230904917e-16,3.854941057726238e-15,0.004009138700035287,-1.6032887421130046e-16
T04,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-9.06888608798585,-9.067173899683954,-9.061183431794372,0.0008495101424873549,-0.0005829655052617261,negative,-9.06888608798585,-9.067173899683954,-9.061183431794372,0.0008495101424873549,-0.0005829655052617261
T04,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-9.044086983422112,-9.014280034907443,-8.984473086392775,0.006613273250718223,-0.012534877991648426,negative,-9.044086983422112,-9.014280034907443,-8.984473086392775,0.006613273250718223,-0.012534877991648426
T04,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-8.816064867728143,-8.53252015809634,-8.248975448464538,0.0664621247598817,-0.11673440044050279,negative,-8.816064867728143,-8.53252015809634,-8.248975448464538,0.0664621247598817,-0.11673440044050279
T04,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-153.9940794571858,-153.84154329142484,-153.30903087808213,0.004452949212853154,-0.002534055417050328,negative,-153.9940794571858,-153.84154329142484,-153.30903087808213,0.004452949212853154,-0.002534055417050328
T04,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-151.79923587151322,-149.22465292495696,-146.6500699784007,0.034506134155339395,-0.052762049466519176,negative,-151.79923587151322,-149.22465292495696,-146.6500699784007,0.034506134155339395,-0.052762049466519176
T04,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-133.06384165930268,-114.993887745158,-96.92393383101333,0.31427677189574,-0.37567655304967806,negative,-133.06384165930268,-114.993887745158,-96.92393383101333,0.31427677189574,-0.37567655304967806
T04,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-769.1698322854178,-767.6923396556806,-762.5333394543146,0.008644729780786556,-0.005442492140736092,negative,-769.1698322854178,-767.6923396556806,-762.5333394543146,0.008644729780786556,-0.005442492140736092
T04,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-747.9049465949997,-723.0717401810809,-698.238533767162,0.06868808455354594,-0.10901280611095815,negative,-747.9049465949997,-723.0717401810809,-698.238533767162,0.06868808455354594,-0.10901280611095815
T04,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-573.028863096723,-445.499712749669,-317.97056240261503,0.5725218072978374,-0.5788264547928864,negative,-573.028863096723,-445.499712749669,-317.97056240261503,0.5725218072978374,-0.5788264547928864
T05,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-5.064409991633463e-10,-4.0911691352382706e-11,4.031770949812063e-09,110.92701863354037,-2.4557241456056332e-12,numerical-zero,-5.064409991633463e-10,-4.0911691352382706e-11,4.031770949812063e-09,110.92701863354037,-2.4557241456056332e-12
T05,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-1.3017955251579424e-12,-4.760701622656836e-13,3.496552006265752e-13,0.8257253628922588,-1.2270146869692737e-14,numerical-zero,-1.3017955251579424e-12,-4.760701622656836e-13,3.496552006265752e-13,0.8257253628922588,-1.2270146869692737e-14
T05,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-6.746146851020917e-15,-5.324637335984366e-15,-3.903127820947815e-15,0.001421509515036551,-1.7788323417720307e-14,numerical-zero,-6.746146851020917e-15,-5.324637335984366e-15,-3.903127820947815e-15,0.001421509515036551,-1.7788323417720307e-14
T05,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-0.11644755151358707,-0.11644352084560594,-0.11642931867740709,0.00015658094196717534,-0.0001472244776893664,negative,-0.11644755151358707,-0.11644352084560594,-0.11642931867740709,0.00015658094196717534,-0.0001472244776893664
T05,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-0.1163887331791414,-0.11631768923622943,-0.11624664529331745,0.0012215501077861757,-0.003185368696372218,negative,-0.1163887331791414,-0.11631768923622943,-0.11624664529331745,0.0012215501077861757,-0.003185368696372218
T05,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-0.11584035797461886,-0.11512757733573736,-0.11441479669685586,0.01238244833039219,-0.0314330062958116,negative,-0.11584035797461886,-0.11512757733573736,-0.11441479669685586,0.01238244833039219,-0.0314330062958116
T05,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-4.220193098781089,-4.2197545529111276,-4.21821669401544,0.0004683696032239449,-0.0005638545257152737,negative,-4.220193098781089,-4.2197545529111276,-4.21821669401544,0.0004683696032239449,-0.0005638545257152737
T05,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-4.213798339948083,-4.205925740194344,-4.198053140440604,0.003743575250748802,-0.012164538652432881,negative,-4.213798339948083,-4.205925740194344,-4.198053140440604,0.003743575250748802,-0.012164538652432881
T05,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-4.150773766977839,-4.05686625430687,-3.9629587416359016,0.04629559210697369,-0.11598865751514584,negative,-4.150773766977839,-4.05686625430687,-3.9629587416359016,0.04629559210697369,-0.11598865751514584
T05,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-11.676263226254557,-11.667668881476274,-11.665198691349728,0.0009483072426228382,-0.0007434288554330213,negative,-11.676263226254557,-11.667668881476274,-11.665198691349728,0.0009483072426228382,-0.0007434288554330213
T05,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-11.779562371117338,-11.739969546406662,-11.700376721695989,0.00674496208089282,-0.016236870719182207,negative,-11.779562371117338,-11.739969546406662,-11.700376721695989,0.00674496208089282,-0.016236870719182207
T05,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-8.55205276474628,-6.208208479547208,-3.8643641943481346,0.755079115954566,-0.0682831726155567,negative,-8.55205276474628,-6.208208479547208,-3.8643641943481346,0.755079115954566,-0.0682831726155567
T06,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-1.2227391167475413e-10,-3.6700243538634325e-11,2.4082840756334267e-09,68.95207615296242,-1.1004652050727871e-13,numerical-zero,-1.2227391167475413e-10,-3.6700243538634325e-11,2.4082840756334267e-09,68.95207615296242,-1.1004652050727871e-13
T06,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-6.071532165918825e-14,1.7829102391983844e-14,9.637352644315595e-14,0.07854442405117211,-4.77048955893622e-16,numerical-zero,-6.071532165918825e-14,1.7829102391983844e-14,9.637352644315595e-14,0.07854442405117211,-4.77048955893622e-16
T06,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,2.081668171172168e-15,6.8232456721754415e-15,1.1564823173178714e-14,0.004741577501003273,8.326672684688675e-16,numerical-zero,2.081668171172168e-15,6.8232456721754415e-15,1.1564823173178714e-14,0.004741577501003273,8.326672684688675e-16
T06,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-3.3330000250329306,-3.332333483837321,-3.330001666318732,0.0008997775068856218,-0.0005998200270907178,negative,-3.3330000250329306,-3.332333483837321,-3.330001666318732,0.0008997775068856218,-0.0005998200270907178
T06,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-3.323348324331283,-3.31175732883253,-3.3001663333337774,0.0069999063022161976,-0.012891512491899487,negative,-3.323348324331283,-3.31175732883253,-3.3001663333337774,0.0069999063022161976,-0.012891512491899487
T06,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-3.234824333333252,-3.125578833333293,-3.016333333333334,0.06990417188323052,-0.11960341899999932,negative,-3.234824333333252,-3.125578833333293,-3.016333333333334,0.06990417188323052,-0.11960341899999932
T06,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-63.29534948012116,-63.21947854810756,-62.95494317824432,0.005384516128487264,-0.002844876534664841,negative,-63.29534948012116,-63.21947854810756,-62.95494317824432,0.005384516128487264,-0.002844876534664841
T06,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-62.20772983760054,-60.94876091418515,-59.68979199076976,0.041312371393013074,-0.058764083206537476,negative,-62.20772983760054,-60.94876091418515,-59.68979199076976,0.041312371393013074,-0.058764083206537476
T06,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-53.25716404694336,-45.32152626664782,-37.385888486352286,0.3501928745120565,-0.40022278275326484,negative,-53.25716404694336,-45.32152626664782,-37.385888486352286,0.3501928745120565,-0.40022278275326484
T06,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-407.6807669717124,-406.38022331481056,-401.87606567723344,0.014283916788889153,-0.007314844019666592,negative,-407.6807669717124,-406.38022331481056,-401.87606567723344,0.014283916788889153,-0.007314844019666592
T06,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-389.40558558024406,-369.7129046860168,-350.0202237917896,0.10652958360191125,-0.1400525698397589,negative,-389.40558558024406,-369.7129046860168,-350.0202237917896,0.10652958360191125,-0.1400525698397589
T06,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-265.95013901755806,-199.727632428901,-133.50512584024392,0.6631281388891539,-0.6398705026365343,negative,-265.95013901755806,-199.727632428901,-133.50512584024392,0.6631281388891539,-0.6398705026365343
T07,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-4.565168772521777e-09,-5.410168840702667e-11,1.746770166782202e-10,87.6099421064351,-1.0266506341898015e-13,numerical-zero,-4.565168772521777e-09,-5.410168840702667e-11,1.746770166782202e-10,87.6099421064351,-1.0266506341898015e-13
T07,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-2.8912057932946783e-13,-2.7900135905293644e-13,-2.688821387764051e-13,0.010119220276531367,-3.3741624049524545e-15,numerical-zero,-2.8912057932946783e-13,-2.7900135905293644e-13,-2.688821387764051e-13,0.010119220276531367,-3.3741624049524545e-15
T07,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,1.3877787807814455e-15,1.8041124150158794e-14,3.469446951953614e-14,0.016653345369377348,1.119234358715936e-15,numerical-zero,1.3877787807814455e-15,1.8041124150158794e-14,3.469446951953614e-14,0.016653345369377348,1.119234358715936e-15
T07,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-1.954352844531562,-1.9542185125268896,-1.9537483387762138,0.00030933375744489523,-0.00023537406017120472,negative,-1.954352844531562,-1.9542185125268896,-1.9537483387762138,0.00030933375744489523,-0.00023537406017120472
T07,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-1.952404985579978,-1.950054161492025,-1.947703337404072,0.002411034661882828,-0.0050856005889970465,negative,-1.952404985579978,-1.950054161492025,-1.947703337404072,0.002411034661882828,-0.0050856005889970465
T07,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-1.934271795149884,-1.9107956449264596,-1.887319494703035,0.024572120295289927,-0.049534658002261145,negative,-1.934271795149884,-1.9107956449264596,-1.887319494703035,0.024572120295289927,-0.049534658002261145
T07,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-17.62600977630495,-17.623218402873125,-17.613434546956235,0.0007135603191903854,-0.0006864901782870258,negative,-17.62600977630495,-17.623218402873125,-17.613434546956235,0.0007135603191903854,-0.0006864901782870258
T07,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-17.585361196502237,-17.5355524741582,-17.485743751814162,0.005680884296909342,-0.014777327946357874,negative,-17.585361196502237,-17.5355524741582,-17.485743751814162,0.005680884296909342,-0.014777327946357874
T07,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-17.190314415892566,-16.62685961433182,-16.063404812771072,0.06777645504086253,-0.13776961641593743,negative,-17.190314415892566,-16.62685961433182,-16.063404812771072,0.06777645504086253,-0.13776961641593743
T07,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-31.513346061605095,-31.508960841945864,-31.507674810990135,0.0001799885005223549,-0.0008269374051126764,negative,-31.513346061605095,-31.508960841945864,-31.507674810990135,0.0001799885005223549,-0.0008269374051126764
T07,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-31.553602766797997,-31.539241691028273,-31.52488061525855,0.0009106798388122997,-0.017938592905781564,negative,-31.553602766797997,-31.539241691028273,-31.52488061525855,0.0009106798388122997,-0.017938592905781564
T07,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-31.53543120187131,-30.958738334172914,-30.382045466474512,0.03725557944083489,-0.1742752815592513,negative,-31.53543120187131,-30.958738334172914,-30.382045466474512,0.03725557944083489,-0.1742752815592513
T08,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-5.0428953547732025e-09,-4.662069341687669e-12,1.698583403560624e-10,1118.1201550387595,-5.863909927384288e-15,numerical-zero,-5.0428953547732025e-09,-4.662069341687669e-12,1.698583403560624e-10,1118.1201550387595,-5.863909927384288e-15
T08,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,8.673617379884035e-14,2.356332721535163e-12,4.625929269271485e-12,1.9263803680981595,9.273159885165851e-15,numerical-zero,8.673617379884035e-14,2.356332721535163e-12,4.625929269271485e-12,1.9263803680981595,9.273159885165851e-15
T08,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-3.0839528461809903e-14,-1.6807543011686397e-14,-2.775557561562891e-15,0.014031985450123506,-7.563989239664694e-16,numerical-zero,-3.0839528461809903e-14,-1.6807543011686397e-14,-2.775557561562891e-15,0.014031985450123506,-7.563989239664694e-16
T08,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-12.008864289997843,-12.005174279982155,-11.992268552758757,0.0013823820339500335,-0.0009133819399628509,negative,-12.008864289997843,-12.005174279982155,-11.992268552758757,0.0013823820339500335,-0.0009133819399628509
T08,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-11.9554747317549,-11.891548534851207,-11.827622337947513,0.010751534455977999,-0.019545892905470756,negative,-11.9554747317549,-11.891548534851207,-11.827622337947513,0.010751534455977999,-0.019545892905470756
T08,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-11.470174740894793,-10.888657749794437,-10.30714075869408,0.1068115105576414,-0.17433248733354015,negative,-11.470174740894793,-10.888657749794437,-10.30714075869408,0.1068115105576414,-0.17433248733354015
T08,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-229.96436416353097,-229.51913112494984,-227.97086834364967,0.008685532269621776,-0.004519121661837996,negative,-229.96436416353097,-229.51913112494984,-227.97086834364967,0.008685532269621776,-0.004519121661837996
T08,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-223.63196414236276,-216.5058826243325,-209.3798011063022,0.06582806371497081,-0.09072582930506637,negative,-223.63196414236276,-216.5058826243325,-209.3798011063022,0.06582806371497081,-0.09072582930506637
T08,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-175.46850032061195,-140.72222443028582,-105.97594853995969,0.4938278375146,-0.5205138030674398,negative,-175.46850032061195,-140.72222443028582,-105.97594853995969,0.4938278375146,-0.5205138030674398
T08,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-1471.096230594958,-1462.7811495606907,-1434.261312923728,0.02518142764028125,-0.012615169689787537,negative,-1471.096230594958,-1462.7811495606907,-1434.261312923728,0.02518142764028125,-0.012615169689787537
T08,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-1357.495110658017,-1246.1410847426687,-1134.7870588273206,0.1787181680770008,-0.221644464347089,negative,-1357.495110658017,-1246.1410847426687,-1134.7870588273206,0.1787181680770008,-0.221644464347089
T08,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-745.1201365190303,-527.5415373650163,-309.9629382110024,0.8248776020208133,-0.7668246834164416,negative,-742.0142318310136,-521.7436425941686,-301.4730533573235,0.8443632897628984,-0.7532824671029599
T09,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-5.679186504750633e-09,-7.365045591148059e-10,5.659535340374333e-11,7.787842976896339,-9.406143350939875e-13,numerical-zero,-5.679186504750633e-09,-7.365045591148059e-10,5.659535340374333e-11,7.787842976896339,-9.406143350939875e-13
T09,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,9.410874857174178e-13,1.0367382107122501e-12,1.1323889357070824e-12,0.09565072499483226,2.7262622805750086e-14,numerical-zero,9.410874857174178e-13,1.0367382107122501e-12,1.1323889357070824e-12,0.09565072499483226,2.7262622805750086e-14
T09,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-5.2041704279304205e-15,2.3418766925686896e-14,5.204170427930421e-14,0.028622937353617317,2.21547273365012e-15,numerical-zero,-5.2041704279304205e-15,2.3418766925686896e-14,5.204170427930421e-14,0.028622937353617317,2.21547273365012e-15
T09,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-0.9180444338351178,-0.9180036269972588,-0.917860836040273,0.00019999680768726324,-0.00022547655005702115,negative,-0.9180444338351178,-0.9180036269972588,-0.917860836040273,0.00019999680768726324,-0.00022547655005702115
T09,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-0.917452715659057,-0.9167376419947835,-0.9160225683305101,0.0015600399318554295,-0.00487653901960949,negative,-0.917452715659057,-0.9167376419947835,-0.9160225683305101,0.0015600399318554295,-0.00487653901960949
T09,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-0.9119217998608311,-0.9046632988110448,-0.8974047977612585,0.01604685645880807,-0.047935328439056124,negative,-0.9119217998608311,-0.9046632988110448,-0.8974047977612585,0.01604685645880807,-0.047935328439056124
T09,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-8.987726455461122,-8.987696899013653,-8.987581153447646,1.6166768317626213e-05,-0.0005715998069138904,negative,-8.987726455461122,-8.987696899013653,-8.987581153447646,1.6166768317626213e-05,-0.0005715998069138904
T09,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-8.987144660549587,-8.985765126551378,-8.98438559255317,0.0003070487551765745,-0.012380977000680509,negative,-8.987144660549587,-8.985765126551378,-8.98438559255317,0.0003070487551765745,-0.012380977000680509
T09,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-8.96604560320486,-8.876157248556542,-8.786268893908225,0.020253889635165025,-0.12164270516367892,negative,-8.96604560320486,-8.876157248556542,-8.786268893908225,0.020253889635165025,-0.12164270516367892
T09,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-12.882039753981008,-12.860881084181651,-12.854829386892142,0.0021157467292294437,-0.0005014324374764841,negative,-12.882039753981008,-12.860881084181651,-12.854829386892142,0.0021157467292294437,-0.0005014324374764841
T09,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-13.150634691166534,-13.04646499064513,-12.942295290123726,0.015969030782836312,-0.011068527308780506,negative,-13.150634691166534,-13.04646499064513,-12.942295290123726,0.015969030782836312,-0.011068527308780506
T09,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-15.146847631151914,-14.432227739115843,-13.717607847079773,0.09903112741205262,-0.1251684173928214,negative,-15.146847631151914,-14.432227739115843,-13.717607847079773,0.09903112741205262,-0.1251684173928214
T10,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-1.6097390588708396e-10,-3.9085488318102435e-11,1.8295911660692887e-09,50.928494375096314,-1.0529979667820183e-13,numerical-zero,-1.6097390588708396e-10,-3.9085488318102435e-11,1.8295911660692887e-09,50.928494375096314,-1.0529979667820183e-13
T10,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-6.987080667128806e-13,-3.6019605508129534e-13,-2.168404344971009e-14,0.33851201163158523,-3.1156666608436976e-15,numerical-zero,-6.987080667128806e-13,-3.6019605508129534e-13,-2.168404344971009e-14,0.33851201163158523,-3.1156666608436976e-15
T10,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,6.938893903907227e-16,5.817106056108894e-14,1.1564823173178715e-13,0.05747717117069821,4.7669699910908576e-15,numerical-zero,6.938893903907227e-16,5.817106056108894e-14,1.1564823173178715e-13,0.05747717117069821,4.7669699910908576e-15
T10,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-1.903052402818452,-1.902865178582711,-1.902210031497426,0.00044268576171715437,-0.00030420396735980783,negative,-1.903052402818452,-1.902865178582711,-1.902210031497426,0.00044268576171715437,-0.00030420396735980783
T10,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-1.9003394167709158,-1.89707302041607,-1.8938066240612241,0.003443616897919334,-0.006564931082712102,negative,-1.9003394167709158,-1.89707302041607,-1.8938066240612241,0.003443616897919334,-0.006564931082712102
T10,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-1.8752641039581184,-1.8435209920667268,-1.8117778801753355,0.03443748351984321,-0.06326327103421853,negative,-1.8752641039581184,-1.8435209920667268,-1.8117778801753355,0.03443748351984321,-0.06326327103421853
T10,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-36.52557108681708,-36.50326997313783,-36.42538076694888,0.0027446943778443086,-0.0014274208677519686,negative,-36.52557108681708,-36.50326997313783,-36.42538076694888,0.0027446943778443086,-0.0014274208677519686
T10,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-36.20424234111471,-35.82525883587925,-35.446275330643786,0.021157335218240255,-0.030180109181698837,negative,-36.20424234111471,-35.82525883587925,-35.446275330643786,0.021157335218240255,-0.030180109181698837
T10,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-33.40978064147037,-30.46960467424904,-27.52942870702771,0.1929907524994034,-0.24474075188123434,negative,-33.40978064147037,-30.46960467424904,-27.52942870702771,0.1929907524994034,-0.24474075188123434
T10,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-232.15078352890188,-231.7518143673648,-230.36475779272814,0.007706631083123242,-0.003645505574570269,negative,-232.15078352890188,-231.7518143673648,-230.36475779272814,0.007706631083123242,-0.003645505574570269
T10,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-226.48003852685105,-220.10743601683322,-213.73483350681536,0.05790447270059956,-0.07384780731387329,negative,-226.48003852685105,-220.10743601683322,-213.73483350681536,0.05790447270059956,-0.07384780731387329
T10,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-183.32559015082165,-150.86404159516132,-118.40249303950097,0.4303417595396236,-0.4546036229899424,negative,-183.32559015082165,-150.86404159516132,-118.40249303950097,0.4303417595396236,-0.4546036229899424
T11,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-6.01732205729455e-10,-1.2332799712022616e-10,5.084908188957016e-11,5.29142857142857,-9.685670040403927e-14,numerical-zero,-6.01732205729455e-10,-1.2332799712022616e-10,5.084908188957016e-11,5.29142857142857,-9.685670040403927e-14
T11,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,1.734723475976807e-14,1.5386033496649846e-12,3.059859464570201e-12,1.5212561149052166,1.2242497711631434e-14,numerical-zero,1.734723475976807e-14,1.5386033496649846e-12,3.059859464570201e-12,1.5212561149052166,1.2242497711631434e-14
T11,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-4.163336342344336e-15,1.7193037117459022e-14,3.854941057726238e-14,0.02135637345980336,9.688035283393039e-16,numerical-zero,-4.163336342344336e-15,1.7193037117459022e-14,3.854941057726238e-14,0.02135637345980336,9.688035283393039e-16
T11,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-0.8957070323130106,-0.8957026711898826,-0.8956874223576411,2.189337600555182e-05,-0.00014613633758737903,negative,-0.8957070323130106,-0.8957026711898826,-0.8956874223576411,2.189337600555182e-05,-0.00014613633758737903
T11,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-0.8956435892626942,-0.8955652750062159,-0.8954869607497375,0.0001748934637461535,-0.0031656525550447434,negative,-0.8956435892626942,-0.8955652750062159,-0.8954869607497375,0.0001748934637461535,-0.0031656525550447434
T11,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-0.8950118865279046,-0.894019205336277,-0.8930265241446492,0.0022207155857559484,-0.03158446785689553,negative,-0.8950118865279046,-0.894019205336277,-0.8930265241446492,0.0022207155857559484,-0.03158446785689553
T11,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-9.400864863710716,-9.400310268538847,-9.40015008656916,7.603761164641774e-05,-0.00047393060439232857,negative,-9.400864863710716,-9.400310268538847,-9.40015008656916,7.603761164641774e-05,-0.00047393060439232857
T11,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-9.407151518131956,-9.404774625164038,-9.40239773219612,0.0005054651626756557,-0.010274771170729134,negative,-9.407151518131956,-9.404774625164038,-9.40239773219612,0.0005054651626756557,-0.010274771170729134
T11,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-9.415297303389032,-9.394830493195219,-9.374363683001405,0.00435703660830019,-0.10250472135808894,negative,-9.415297303389032,-9.394830493195219,-9.374363683001405,0.00435703660830019,-0.10250472135808894
T11,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-20.564900832733755,-20.55971665825189,-20.558244642602563,0.0003237491178420777,-0.0006663914046834809,negative,-20.564900832733755,-20.55971665825189,-20.558244642602563,0.0003237491178420777,-0.0006663914046834809
T11,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-20.635449589385956,-20.607713732300454,-20.57997787521495,0.0026917937084917653,-0.014482675551498368,negative,-20.635449589385956,-20.607713732300454,-20.57997787521495,0.0026917937084917653,-0.014482675551498368
T11,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-21.227381207101764,-21.017366348880422,-20.80735149065908,0.019984888185814915,-0.14839290460492238,negative,-21.227381207101764,-21.017366348880422,-20.80735149065908,0.019984888185814915,-0.14839290460492238
