landscape_id,split,stratum,horizon,region,epsilon_count,epsilon_minimum,epsilon_maximum,endpoint_residual_sign,endpoint_quadratic_scale_minimum,endpoint_quadratic_scale_median,endpoint_quadratic_scale_maximum,endpoint_quadratic_scale_relative_range,endpoint_relative_residual_median,max_path_residual_sign,max_path_quadratic_scale_minimum,max_path_quadratic_scale_median,max_path_quadratic_scale_maximum,max_path_quadratic_scale_relative_range,max_path_relative_residual_median
S08,source,regular-sensitivity,50,stress,2,0.03,0.1,negative,-298.3765846285903,-241.11987645633542,-183.86316828408056,0.47492317111089377,-0.4914059689672365,negative,-298.3765846285903,-241.11987645633542,-183.86316828408056,0.47492317111089377,-0.4914059689672365
S09,source,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-4.2365199889871086e-09,-5.639357133275298e-10,-1.4257258568184383e-11,7.487134846461949,-4.4155850390866233e-13,numerical-zero,-4.2365199889871086e-09,-5.639357133275298e-10,-1.4257258568184383e-11,7.487134846461949,-4.4155850390866233e-13
S09,source,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-7.0593608119611734e-12,-3.0634734718118194e-12,9.324138683375338e-13,2.6087298466378295,-1.5469285904623894e-14,numerical-zero,-7.0593608119611734e-12,-3.0634734718118194e-12,9.324138683375338e-13,2.6087298466378295,-1.5469285904623894e-14
S09,source,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,2.775557561562891e-15,4.186465988690695e-14,8.0953762212251e-14,0.03908910232534406,3.531524782128773e-15,numerical-zero,2.775557561562891e-15,4.186465988690695e-14,8.0953762212251e-14,0.03908910232534406,3.531524782128773e-15
S09,source,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-1.5274886331950774,-1.527401326843874,-1.5270958179218215,0.00025717882153975403,-0.00025185299240916206,negative,-1.5274886331950774,-1.527401326843874,-1.5270958179218215,0.00025717882153975403,-0.00025185299240916206
S09,source,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-1.5262230693208818,-1.5246965288989855,-1.5231699884770895,0.002002418701639592,-0.005444215008686788,negative,-1.5262230693208818,-1.5246965288989855,-1.5231699884770895,0.002002418701639592,-0.005444215008686788
S09,source,regular-sensitivity,5,stress,2,0.03,0.1,negative,-1.514460020792329,-1.4992928753157104,-1.4841257298390917,0.02023239852110268,-0.053272169318719705,negative,-1.514460020792329,-1.4992928753157104,-1.4841257298390917,0.02023239852110268,-0.053272169318719705
S09,source,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-15.215323682156878,-15.212025525394473,-15.20048768186965,0.000975281053957082,-0.0008249096207194372,negative,-15.215323682156878,-15.212025525394473,-15.20048768186965,0.000975281053957082,-0.0008249096207194372
S09,source,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-15.167570794759795,-12.680078586050728,-10.19258637734166,0.3923464971968772,-0.013324463885324479,negative,-15.167570794759795,-12.680078586050728,-10.19258637734166,0.3923464971968772,-0.013324463885324479
S09,source,regular-sensitivity,20,stress,2,0.03,0.1,negative,-7.946278071877409,-7.670242149086835,-7.394206226296261,0.07197580400338127,-0.08837350653173737,negative,-7.946278071877409,-7.670242149086835,-7.394206226296261,0.07197580400338127,-0.08837350653173737
S09,source,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-11.267277265247788,-11.248870411891644,-11.243612410560822,0.0021037538722065434,-0.0004296233109637349,negative,-11.267277265247788,-11.248870411891644,-11.243612410560822,0.0021037538722065434,-0.0004296233109637349
S09,source,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-11.504231011251475,-11.412064159748844,-11.319897308246214,0.016152529500790894,-0.009484616545408473,negative,-11.504231011251475,-11.412064159748844,-11.319897308246214,0.016152529500790894,-0.009484616545408473
S09,source,regular-sensitivity,50,stress,2,0.03,0.1,negative,-13.62198086415993,-12.824789729491593,-12.027598594823257,0.12432034387825232,-0.10967799830957156,negative,-13.62198086415993,-12.824789729491593,-12.027598594823257,0.12432034387825232,-0.10967799830957156
S10,source,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-5.843849709696869e-11,1.608233222520165e-10,3.7269449679189215e-09,23.537528089887637,5.481780331403796e-14,numerical-zero,-5.843849709696869e-11,1.608233222520165e-10,3.7269449679189215e-09,23.537528089887637,5.481780331403796e-14
S10,source,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-1.3877787807814457e-13,4.074672698016634e-12,8.288123274111412e-12,2.0681173131504256,1.3336945705168185e-14,numerical-zero,-1.3877787807814457e-13,4.074672698016634e-12,8.288123274111412e-12,2.0681173131504256,1.3336945705168185e-14
S10,source,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-5.0114233750441097e-14,-2.6444895656001994e-14,-2.775557561562891e-15,0.023669338094439104,-1.011768294874828e-15,numerical-zero,-5.0114233750441097e-14,-2.6444895656001994e-14,-2.775557561562891e-15,0.023669338094439104,-1.011768294874828e-15
S10,source,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-5.006242363014964,-5.005638874667346,-5.003527309736626,0.0005423989517259896,-0.00034683604414170716,negative,-5.006242363014964,-5.005638874667346,-5.003527309736626,0.0005423989517259896,-0.00034683604414170716
S10,source,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-4.997499548183517,-4.9869817155239,-4.976463882864282,0.004218115589586608,-0.007478269325689786,negative,-4.997499548183517,-4.9869817155239,-4.976463882864282,0.004218115589586608,-0.007478269325689786
S10,source,regular-sensitivity,5,stress,2,0.03,0.1,negative,-4.916886148708142,-4.815626109424896,-4.71436607014165,0.0420547762564311,-0.07147665977470272,negative,-4.916886148708142,-4.815626109424896,-4.71436607014165,0.0420547762564311,-0.07147665977470272
S10,source,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-89.62751794621293,-89.55925102415696,-89.32099168932132,0.003422608534420811,-0.0016327619147226155,negative,-89.62751794621293,-89.55925102415696,-89.32099168932132,0.003422608534420811,-0.0016327619147226155
S10,source,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-88.64598627436219,-87.49725032642141,-86.34851437848062,0.02625764680959131,-0.034317672499081325,negative,-88.64598627436219,-87.49725032642141,-86.34851437848062,0.02625764680959131,-0.034317672499081325
S10,source,regular-sensitivity,20,stress,2,0.03,0.1,negative,-80.29789483669003,-72.04221192768881,-63.78652901868759,0.22919015638464096,-0.2670120934275597,negative,-80.29789483669003,-72.04221192768881,-63.78652901868759,0.22919015638464096,-0.2670120934275597
S10,source,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-544.1709376168609,-542.9813391764327,-538.8546400527453,0.009790939725809255,-0.004237605259408175,negative,-544.1709376168609,-542.9813391764327,-538.8546400527453,0.009790939725809255,-0.004237605259408175
S10,source,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-527.371592963037,-508.91500181480205,-490.45841066656715,0.0725330991714463,-0.08437389197486553,negative,-527.371592963037,-508.91500181480205,-490.45841066656715,0.0725330991714463,-0.08437389197486553
S10,source,regular-sensitivity,50,stress,2,0.03,0.1,negative,-406.9271388697044,-327.44676990455685,-247.9664009394093,0.4854552023115954,-0.48132492064301646,negative,-406.9271388697044,-327.44676990455685,-247.9664009394093,0.4854552023115954,-0.48132492064301646
S11,source,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-5.064409991633463e-10,-4.0911691352382706e-11,4.031770949812063e-09,110.92701863354037,-2.4557241456056332e-12,numerical-zero,-5.064409991633463e-10,-4.0911691352382706e-11,4.031770949812063e-09,110.92701863354037,-2.4557241456056332e-12
S11,source,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,3.496552006265752e-13,2.6078826839153065e-12,4.866110167204038e-12,1.7318474463723763,5.430726330005998e-13,numerical-zero,3.496552006265752e-13,2.6078826839153065e-12,4.866110167204038e-12,1.7318474463723763,5.430726330005998e-13
S11,source,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-6.746146851020917e-15,-5.324637335984366e-15,-3.903127820947815e-15,0.001421509515036551,-1.7788323417720307e-14,numerical-zero,-6.746146851020917e-15,-5.324637335984366e-15,-3.903127820947815e-15,0.001421509515036551,-1.7788323417720307e-14
S11,source,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-0.12441651673687315,-0.12441210186118459,-0.12439653997810057,0.0001605692571199136,-0.00014722428515632422,negative,-0.12441651673687315,-0.12441210186118459,-0.12439653997810057,0.0001605692571199136,-0.00014722428515632422
S11,source,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-0.1243520770682143,-0.12427425513592741,-0.12419643320364052,0.0012524224297586497,-0.0031852507965988786,negative,-0.1243520770682143,-0.12427425513592741,-0.12419643320364052,0.0012524224297586497,-0.0031852507965988786
S11,source,regular-sensitivity,5,stress,2,0.03,0.1,negative,-0.1237515368565934,-0.12297190190452231,-0.12219226695245122,0.012679887681600844,-0.031421700231232086,negative,-0.1237515368565934,-0.12297190190452231,-0.12219226695245122,0.012679887681600844,-0.031421700231232086
S11,source,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-5.653264213267145,-5.65256591580707,-5.650119059783573,0.0005564116421494942,-0.0005638379324889693,negative,-5.653264213267145,-5.65256591580707,-5.650119059783573,0.0005564116421494942,-0.0005638379324889693
S11,source,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-5.643105874818564,-5.630705690189469,-5.618305505560375,0.004404486865900088,-0.01215481301332802,negative,-5.643105874818564,-5.630705690189469,-5.618305505560375,0.004404486865900088,-0.01215481301332802
S11,source,regular-sensitivity,20,stress,2,0.03,0.1,negative,-5.545378230743448,-5.407837347858808,-5.270296464974169,0.050867241019775813,-0.11527512459517142,negative,-5.545378230743448,-5.407837347858808,-5.270296464974169,0.050867241019775813,-0.11527512459517142
S11,source,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-20.407075368022653,-20.40358286428428,-20.402577507289912,0.0002204446524249509,-0.0007432475870564121,negative,-20.407075368022653,-20.40358286428428,-20.402577507289912,0.0002204446524249509,-0.0007432475870564121
S11,source,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-20.448030055563585,-20.432426739203475,-20.416823422843365,0.0015273091698082273,-0.016133094167448472,negative,-20.448030055563585,-20.432426739203475,-20.416823422843365,0.0015273091698082273,-0.016133094167448472
S11,source,regular-sensitivity,50,stress,2,0.03,0.1,negative,-20.507007631097093,-20.366184570133868,-20.225361509170643,0.01382910583750044,-0.16014333080049897,negative,-20.507007631097093,-20.366184570133868,-20.225361509170643,0.01382910583750044,-0.16014333080049897
S12,source,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-1.666960840196463e-09,2.7592945289756088e-11,6.779275250735752e-10,84.9814450993233,1.6708874273571327e-13,numerical-zero,-1.666960840196463e-09,2.7592945289756088e-11,6.779275250735752e-10,84.9814450993233,1.6708874273571327e-13
S12,source,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-6.023345402697246e-14,-3.879034439337027e-14,-1.734723475976807e-14,0.021443109633602197,-1.0723442559331958e-15,numerical-zero,-6.023345402697246e-14,-3.879034439337027e-14,-1.734723475976807e-14,0.021443109633602197,-1.0723442559331958e-15
S12,source,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-3.6621940048399264e-14,-1.6402774200625144e-14,3.816391647148975e-15,0.02021916584777412,-2.1709500038484286e-15,numerical-zero,-3.6621940048399264e-14,-1.6402774200625144e-14,3.816391647148975e-15,0.02021916584777412,-2.1709500038484286e-15
S12,source,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-0.8265995417482195,-0.8265027234114216,-0.8261639816864063,0.000526991683724201,-0.0003613626321819768,negative,-0.8265995417482195,-0.8265027234114216,-0.8261639816864063,0.000526991683724201,-0.0003613626321819768
S12,source,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-0.8251970556615414,-0.8235102490249435,-0.8218234423883457,0.004096625727718851,-0.007792571547053963,negative,-0.8251970556615414,-0.8235102490249435,-0.8218234423883457,0.004096625727718851,-0.007792571547053963
S12,source,regular-sensitivity,5,stress,2,0.03,0.1,negative,-0.8122748794023844,-0.7960774849415839,-0.7798800904807833,0.04069300983179823,-0.07458681993178329,negative,-0.8122748794023844,-0.7960774849415839,-0.7798800904807833,0.04069300983179823,-0.07458681993178329
S12,source,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-0.02154215987895409,-0.015358070243915086,-0.013583855881218933,0.5181838519646216,-6.130052973434931e-06,negative,-3.619120709736701,-3.6177209373724994,-3.612828046279499,0.0017393999056689337,-0.0011132919453306902
S12,source,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-0.09760642315567204,-0.0682997807716325,-0.03899313838759295,0.8581767628809641,-0.000727132961178478,negative,-3.5989017283382254,-3.563048642687958,-3.5271955570376905,0.020124948742333164,-0.023628074985610134
S12,source,regular-sensitivity,20,stress,2,0.03,0.1,mixed,-0.24574225067691538,0.01107653936355052,0.26789532940401645,46.37166566402093,0.01291708134919959,negative,-3.1131931088699836,-2.5389452553931124,-1.9646974019162415,0.4523515048282981,-0.1486686273918093
S12,source,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-15.776466432639372,-15.762850062379854,-15.758931681624476,0.0011124099351008238,-0.0006607104350054301,negative,-15.776466432639372,-15.762850062379854,-15.758931681624476,0.0011124099351008238,-0.0006607104350054301
S12,source,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-15.938123028166189,-15.876328505090035,-15.81453398201388,0.007784485318043426,-0.014448669321675923,negative,-15.938123028166189,-15.876328505090035,-15.81453398201388,0.007784485318043426,-0.014448669321675923
S12,source,regular-sensitivity,50,stress,2,0.03,0.1,negative,-16.34269644803674,-16.27694770184823,-16.211198955659714,0.008078756213125536,-0.14814434485813976,negative,-16.34269644803674,-16.27694770184823,-16.211198955659714,0.008078756213125536,-0.14814434485813976
S13,source,analytic-zero,1,confirmatory,3,0.0001,0.001,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S13,source,analytic-zero,1,extended-local,2,0.003,0.01,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S13,source,analytic-zero,1,stress,2,0.03,0.1,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S13,source,analytic-zero,5,confirmatory,3,0.0001,0.001,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S13,source,analytic-zero,5,extended-local,2,0.003,0.01,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S13,source,analytic-zero,5,stress,2,0.03,0.1,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S13,source,analytic-zero,20,confirmatory,3,0.0001,0.001,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S13,source,analytic-zero,20,extended-local,2,0.003,0.01,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S13,source,analytic-zero,20,stress,2,0.03,0.1,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S13,source,analytic-zero,50,confirmatory,3,0.0001,0.001,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S13,source,analytic-zero,50,extended-local,2,0.003,0.01,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S13,source,analytic-zero,50,stress,2,0.03,0.1,numerical-zero,0.0,0.0,0.0,0.0,,numerical-zero,0.0,0.0,0.0,0.0,
S14,source,low-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,3.98281529457331e-11,5.953534367462589e-10,4.561617871801668e-09,7.595134990012887,,numerical-zero,3.98281529457331e-11,5.953534367462589e-10,4.561617871801668e-09,7.595134990012887,
S14,source,low-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-4.580768039273171e-13,1.7830578197203734e-12,4.0241924433680635e-12,2.24113462364769,,numerical-zero,-4.580768039273171e-13,1.7830578197203734e-12,4.0241924433680635e-12,2.24113462364769,
S14,source,low-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-2.93341541285321e-14,-1.397867798734731e-14,1.37679815383748e-15,0.015355476141184791,,numerical-zero,-2.93341541285321e-14,-1.397867798734731e-14,1.37679815383748e-15,0.015355476141184791,
S14,source,low-sensitivity,5,confirmatory,3,0.0001,0.001,numerical-zero,-7.506749898394938e-11,1.4487184458987043e-11,9.026656041591123e-09,628.2603473671428,,numerical-zero,1.4487184458987043e-11,5.417230702522488e-10,9.026656041591123e-09,16.636117883876892,
S14,source,low-sensitivity,5,extended-local,2,0.003,0.01,numerical-zero,1.448718445898704e-12,6.222842812294849e-12,1.0996967178690995e-11,1.5343869387038405,,numerical-zero,1.448718445898704e-12,6.222842812294849e-12,1.0996967178690995e-11,1.5343869387038405,
S14,source,low-sensitivity,5,stress,2,0.03,0.1,numerical-zero,-1.030448921414868e-13,-5.680213549956915e-14,-1.0559378857651499e-14,0.04624275664191765,,numerical-zero,-1.030448921414868e-13,-5.680213549956915e-14,-1.0559378857651499e-14,0.04624275664191765,
S14,source,low-sensitivity,20,confirmatory,3,0.0001,0.001,numerical-zero,-1.5196990745458292e-10,1.4363239349120816e-09,2.373787473567648e-08,16.632630051237975,,numerical-zero,-1.5196990745458292e-10,1.4363239349120816e-09,2.373787473567648e-08,16.632630051237975,
S14,source,low-sensitivity,20,extended-local,2,0.003,0.01,numerical-zero,4.509467941638245e-12,2.6269661600617796e-11,4.8029855259597344e-11,1.6566786424434035,,numerical-zero,4.509467941638245e-12,2.6269661600617796e-11,4.8029855259597344e-11,1.6566786424434035,
S14,source,low-sensitivity,20,stress,2,0.03,0.1,numerical-zero,1.7959814560010967e-14,5.1248742931418605e-14,8.453767130282624e-14,0.033288928371407636,,numerical-zero,1.7959814560010967e-14,5.1248742931418605e-14,8.453767130282624e-14,0.033288928371407636,
S14,source,low-sensitivity,50,confirmatory,3,0.0001,0.001,numerical-zero,-1.7050625732164612e-09,-4.892584503779013e-11,1.3388529357436554e-08,308.49936100224295,,numerical-zero,-1.7050625732164612e-09,-4.892584503779013e-11,1.3388529357436554e-08,308.49936100224295,
S14,source,low-sensitivity,50,extended-local,2,0.003,0.01,numerical-zero,-3.972803627872749e-12,-1.3795807481067008e-12,1.2136421316593477e-12,2.5932228797660484,,numerical-zero,-3.972803627872749e-12,-1.3795807481067008e-12,1.2136421316593477e-12,2.5932228797660484,
S14,source,low-sensitivity,50,stress,2,0.03,0.1,numerical-zero,-2.1224319201640848e-13,-9.539952553336951e-14,2.1444140949669422e-14,0.11684366648303894,,numerical-zero,-2.1224319201640848e-13,-9.539952553336951e-14,2.1444140949669422e-14,0.11684366648303894,
T01,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-2.9840123698821747e-09,-3.7785198629295174e-10,3.4667364465224004e-11,7.989053502042442,-1.5169671572305836e-12,numerical-zero,-2.9840123698821747e-09,-3.7785198629295174e-10,3.4667364465224004e-11,7.989053502042442,-1.5169671572305836e-12
T01,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,1.3552527156068805e-13,2.7617038671366875e-12,5.387882462712687e-12,1.90185387131952,1.172222503883671e-13,numerical-zero,1.3552527156068805e-13,2.7617038671366875e-12,5.387882462712687e-12,1.90185387131952,1.172222503883671e-13
T01,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-1.6383499495336513e-14,-9.753000876047383e-15,-3.122502256758252e-15,0.00663049861928913,-5.378077047214615e-15,numerical-zero,-1.6383499495336513e-14,-9.753000876047383e-15,-3.122502256758252e-15,0.00663049861928913,-5.378077047214615e-15
T01,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-0.5068979893144978,-0.5068422351537304,-0.5066471478085924,0.000494910424797752,-0.00031952047552506643,negative,-0.5068979893144978,-0.5068422351537304,-0.5066471478085924,0.000494910424797752,-0.00031952047552506643
T01,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-0.5060901194444271,-0.5051174472997468,-0.5041447751550666,0.0038512712236725287,-0.0068922309692179395,negative,-0.5060901194444271,-0.5051174472997468,-0.5041447751550666,0.0038512712236725287,-0.0068922309692179395
T01,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-0.4986231213578853,-0.48917289558902133,-0.4797226698201574,0.038637569064347996,-0.06612093819599232,negative,-0.4986231213578853,-0.48917289558902133,-0.4797226698201574,0.038637569064347996,-0.06612093819599232
T01,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-7.4771986467454115,-7.474439673187263,-7.464791437855785,0.0016599517063645515,-0.0008403905133991147,negative,-7.4771986467454115,-7.474439673187263,-7.464791437855785,0.0016599517063645515,-0.0008403905133991147
T01,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-7.437294402588333,-7.38958261121611,-7.341870819843887,0.01291325745511111,-0.01793915539213356,negative,-7.437294402588333,-7.38958261121611,-7.341870819843887,0.01291325745511111,-0.01793915539213356
T01,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-7.076374559493679,-6.654777300059655,-6.233180040625629,0.12670514441715303,-0.1565865602465331,negative,-7.076374559493679,-6.654777300059655,-6.233180040625629,0.12670514441715303,-0.1565865602465331
T01,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-23.947989234208727,-23.946784736170724,-23.942471990768407,0.00023039600101244843,-0.0009084667691794056,negative,-23.947989234208727,-23.946784736170724,-23.942471990768407,0.00023039600101244843,-0.0009084667691794056
T01,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-23.929319693340936,-23.901498599776495,-23.873677506212054,0.002327979013391329,-0.019633909456906698,negative,-23.929319693340936,-23.901498599776495,-23.873677506212054,0.002327979013391329,-0.019633909456906698
T01,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-23.635055220993024,-22.841720538765507,-22.048385856537994,0.06946365365788608,-0.18423993612750816,negative,-23.635055220993024,-22.841720538765507,-22.048385856537994,0.06946365365788608,-0.18423993612750816
T02,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-1.38988695167239e-10,3.230922474006803e-11,6.984294869880059e-09,220.47212900820284,1.2865832598331408e-13,numerical-zero,-1.38988695167239e-10,3.230922474006803e-11,6.984294869880059e-09,220.47212900820284,1.2865832598331408e-13
T02,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-1.5660698047012841e-12,-6.941303242068307e-13,1.7780915628762273e-13,0.8719394804944535,-5.8140898990222485e-15,numerical-zero,-1.5660698047012841e-12,-6.941303242068307e-13,1.7780915628762273e-13,0.8719394804944535,-5.8140898990222485e-15
T02,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,-1.006139616066548e-14,1.7154487706881771e-15,1.3492293702041834e-14,0.011776844931353657,-1.1973571277194332e-15,numerical-zero,-1.006139616066548e-14,1.7154487706881771e-15,1.3492293702041834e-14,0.011776844931353657,-1.1973571277194332e-15
T02,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-1.012594016343055,-1.012536390788276,-1.0123346719998536,0.00025613335536453323,-0.00024047605860114704,negative,-1.012594016343055,-1.012536390788276,-1.0123346719998536,0.00025613335536453323,-0.00024047605860114704
T02,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-1.0117584144752994,-1.0107504472832256,-1.0097424800911519,0.001994492695567017,-0.005198331592794637,negative,-1.0117584144752994,-1.0107504472832256,-1.0097424800911519,0.001994492695567017,-0.005198331592794637
T02,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-1.0039909869211954,-0.993975031706601,-0.9839590764920065,0.020153333625287487,-0.05087049084079303,negative,-1.0039909869211954,-0.993975031706601,-0.9839590764920065,0.020153333625287487,-0.05087049084079303
T02,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-19.62959363267097,-19.622709079746123,-19.598626555236525,0.0015781244734657948,-0.0011419155918141026,negative,-19.62959363267097,-19.622709079746123,-19.598626555236525,0.0015781244734657948,-0.0011419155918141026
T02,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-19.529934570131736,-19.41040252006738,-19.290870470003025,0.012316287613384415,-0.024392662170542888,negative,-19.529934570131736,-19.41040252006738,-19.290870470003025,0.012316287613384415,-0.024392662170542888
T02,target,regular-sensitivity,20,stress,2,0.03,0.1,negative,-18.61979273138581,-17.52008965696848,-16.420386582551146,0.12553623822123927,-0.21343778145854836,negative,-18.61979273138581,-17.52008965696848,-16.420386582551146,0.12553623822123927,-0.21343778145854836
T02,target,regular-sensitivity,50,confirmatory,3,0.0001,0.001,negative,-128.79359416854714,-128.6700502932604,-128.23857322362582,0.004313520851638274,-0.0029084747691628197,negative,-128.79359416854714,-128.6700502932604,-128.23857322362582,0.004313520851638274,-0.0029084747691628197
T02,target,regular-sensitivity,50,extended-local,2,0.003,0.01,negative,-127.01370008083347,-124.9159229481789,-122.81814581552433,0.033587025307011166,-0.06062513120963412,negative,-127.01370008083347,-124.9159229481789,-122.81814581552433,0.033587025307011166,-0.06062513120963412
T02,target,regular-sensitivity,50,stress,2,0.03,0.1,negative,-111.5947884571852,-91.82658889450074,-72.05838933181629,0.43055502334723716,-0.3975947194106708,negative,-111.5947884571852,-91.82658889450074,-72.05838933181629,0.43055502334723716,-0.3975947194106708
T03,target,regular-sensitivity,1,confirmatory,3,0.0001,0.001,numerical-zero,-3.824824330712752e-10,4.2392304944183223e-11,2.088444434750203e-09,58.2871554418869,5.127726167861802e-14,numerical-zero,-3.824824330712752e-10,4.2392304944183223e-11,2.088444434750203e-09,58.2871554418869,5.127726167861802e-14
T03,target,regular-sensitivity,1,extended-local,2,0.003,0.01,numerical-zero,-3.469446951953614e-13,1.4889709835467593e-12,3.32488666228888e-12,1.8359156787421207,3.934316752835142e-15,numerical-zero,-3.469446951953614e-13,1.4889709835467593e-12,3.32488666228888e-12,1.8359156787421207,3.934316752835142e-15
T03,target,regular-sensitivity,1,stress,2,0.03,0.1,numerical-zero,5.551115123125782e-15,2.39777333790572e-14,4.240435163498862e-14,0.018426618255931417,1.1051058612408043e-15,numerical-zero,5.551115123125782e-15,2.39777333790572e-14,4.240435163498862e-14,0.018426618255931417,1.1051058612408043e-15
T03,target,regular-sensitivity,5,confirmatory,3,0.0001,0.001,negative,-12.987586679480716,-12.983817102859986,-12.970631789763036,0.0013058478553232636,-0.0008744466575199904,negative,-12.987586679480716,-12.983817102859986,-12.970631789763036,0.0013058478553232636,-0.0008744466575199904
T03,target,regular-sensitivity,5,extended-local,2,0.003,0.01,negative,-12.9330298771161,-12.867636542131903,-12.802243207147706,0.010164000944553062,-0.01872542834152389,negative,-12.9330298771161,-12.867636542131903,-12.802243207147706,0.010164000944553062,-0.01872542834152389
T03,target,regular-sensitivity,5,stress,2,0.03,0.1,negative,-12.435557699772714,-11.833849058797783,-11.232140417822853,0.10169280307451527,-0.16795493832815495,negative,-12.435557699772714,-11.833849058797783,-11.232140417822853,0.10169280307451527,-0.16795493832815495
T03,target,regular-sensitivity,20,confirmatory,3,0.0001,0.001,negative,-264.92876638475707,-264.51334297159656,-263.0659875172588,0.007042286965834798,-0.003813717137330493,negative,-264.92876638475707,-264.51334297159656,-263.0659875172588,0.007042286965834798,-0.003813717137330493
T03,target,regular-sensitivity,20,extended-local,2,0.003,0.01,negative,-258.9870017371288,-252.1678817014173,-245.34876166570572,0.05408396969274476,-0.07762694269710421,negative,-258.9870017371288,-252.1678817014173,-245.34876166570572,0.05408396969274476,-0.07762694269710421
