landscape_id,split,stratum,horizon,region,epsilon_count,kl_residual_sign,kl_quadratic_error_minimum,kl_quadratic_error_median,kl_quadratic_error_maximum,stable_cubic_count,kl_cubic_scale_minimum,kl_cubic_scale_median,kl_cubic_scale_maximum
S13,source,analytic-zero,50,stress,2,numerical-zero,0.0,0.0,0.0,0,,,
S14,source,low-sensitivity,1,confirmatory,3,numerical-zero,5.609426581931282e-11,1.2379005057913222e-09,6.671286745684424e-09,0,,,
S14,source,low-sensitivity,1,extended-local,2,numerical-zero,-1.0934572800138609e-12,-6.910013764116233e-13,-2.885454728093855e-13,0,,,
S14,source,low-sensitivity,1,stress,2,numerical-zero,-7.172105827816213e-14,-3.307865583346269e-14,5.5637466112367465e-15,0,,,
S14,source,low-sensitivity,5,confirmatory,3,numerical-zero,-2.2118009740489488e-11,2.0007909229129426e-09,1.8007118306216484e-08,0,,,
S14,source,low-sensitivity,5,extended-local,2,numerical-zero,-3.67235383619559e-12,-1.3323117100614923e-12,1.0077304160726056e-12,0,,,
S14,source,low-sensitivity,5,stress,2,numerical-zero,5.616567978676959e-17,4.511566814096801e-14,9.017517060214925e-14,0,,,
S14,source,low-sensitivity,20,confirmatory,3,numerical-zero,-1.9115517781327735e-09,1.1915315284859157e-10,3.2157185071649064e-10,0,,,
S14,source,low-sensitivity,20,extended-local,2,numerical-zero,6.103930643887636e-14,3.5637178195816617e-12,7.066396332724447e-12,0,,,
S14,source,low-sensitivity,20,stress,2,numerical-zero,5.272681492246741e-15,7.997658326353158e-14,1.5468048503481642e-13,0,,,
S14,source,low-sensitivity,50,confirmatory,3,numerical-zero,-7.307484885395624e-09,-5.966929183220699e-11,5.577039397158115e-12,0,,,
S14,source,low-sensitivity,50,extended-local,2,numerical-zero,-3.118922121104308e-12,-1.730436252421628e-12,-3.4195038373894834e-13,0,,,
S14,source,low-sensitivity,50,stress,2,numerical-zero,-1.667093175171218e-13,-9.206797763636002e-14,-1.7426637755598258e-14,0,,,
T01,target,regular-sensitivity,1,confirmatory,3,numerical-zero,-6.551333694340893e-08,-1.8681361886831743e-08,2.613158971631142e-10,3,-6.551333694340892e-05,-6.227120628943914e-05,2.6131589716311418e-06
T01,target,regular-sensitivity,1,extended-local,2,negative,-6.541863329268162e-07,-4.253142053027256e-07,-1.9644207767863498e-07,2,-6.5480692559545e-05,-6.544966292611331e-05,-6.541863329268162e-05
T01,target,regular-sensitivity,1,stress,2,negative,-6.463412996765701e-06,-4.210361754868776e-06,-1.957310512971852e-06,2,-6.524368376572842e-05,-6.493890686669271e-05,-6.4634129967657e-05
T01,target,regular-sensitivity,5,confirmatory,3,negative,-0.000380146506501252,-0.00011415183572812113,-3.805665785183654e-05,3,-0.38056657851836534,-0.38050611909373716,-0.3801465065012519
T01,target,regular-sensitivity,5,extended-local,2,negative,-0.003755671122470985,-0.0024465174051770486,-0.0011373636878831124,2,-0.3791212292943708,-0.3773441707707347,-0.3755671122470985
T01,target,regular-sensitivity,5,stress,2,negative,-0.03341911623791749,-0.02219504390812012,-0.01097097157832275,2,-0.3656990526107584,-0.34994510749496666,-0.3341911623791749
T01,target,regular-sensitivity,20,confirmatory,3,negative,-0.08704344051749754,-0.026261201288395306,-0.008767983340917083,3,-87.67983340917083,-87.53733762798436,-87.04344051749753
T01,target,regular-sensitivity,20,extended-local,2,negative,-0.8120448050502528,-0.5345216320483535,-0.25699845904645424,2,-85.66615301548475,-83.435316760255,-81.20448050502527
T01,target,regular-sensitivity,20,stress,2,negative,-4.920356684842117,-3.522774679269813,-2.125192673697509,2,-70.83975578991698,-60.02166131916908,-49.203566848421175
T01,target,regular-sensitivity,50,confirmatory,3,negative,-12.207380112238317,-3.930430991077732,-1.3387888317607979,3,-13387.888317607976,-13101.436636925773,-12207.380112238316
T01,target,regular-sensitivity,50,extended-local,2,negative,-69.26312881532898,-50.088261920369206,-30.913395025409432,2,-10304.465008469811,-8615.388945001356,-6926.312881532898
T01,target,regular-sensitivity,50,stress,2,negative,-164.62650836369002,-139.9148955850129,-115.2032828063358,2,-3840.1094268778606,-2743.1872552573805,-1646.2650836369003
T02,target,regular-sensitivity,1,confirmatory,3,negative,-3.2642086924886184e-05,-9.796554467316537e-06,-3.2718647756533823e-06,3,-0.03271864775653382,-0.03265518155772179,-0.03264208692488618
T02,target,regular-sensitivity,1,extended-local,2,negative,-0.00032456021609597466,-0.00021118082867203322,-9.780144124809176e-05,2,-0.032600480416030586,-0.03252825101281402,-0.032456021609597464
T02,target,regular-sensitivity,1,stress,2,negative,-0.003072381667994705,-0.0020169627436334115,-0.0009615438192721185,2,-0.03205146064240395,-0.0313876386611755,-0.030723816679947048
T02,target,regular-sensitivity,5,confirmatory,3,negative,-0.007811312907789043,-0.0023489001196336967,-0.0007835056390926783,3,-7.835056390926782,-7.829667065445656,-7.811312907789041
T02,target,regular-sensitivity,5,extended-local,2,negative,-0.075842598632456,-0.0495604687721278,-0.023278338911799597,2,-7.759446303933199,-7.671853083589399,-7.5842598632456
T02,target,regular-sensitivity,5,stress,2,negative,-0.5941144671942159,-0.4040338746137971,-0.21395328203337827,2,-7.131776067779277,-6.536460369860718,-5.941144671942159
T02,target,regular-sensitivity,20,confirmatory,3,negative,-0.58569746101478,-0.17748782441498032,-0.059334591314798964,3,-593.3459131479896,-591.6260813832678,-585.6974610147801
T02,target,regular-sensitivity,20,extended-local,2,negative,-5.201037733616769,-3.4547687873966044,-1.708499841176441,2,-569.4999470588136,-544.8018602102452,-520.1037733616768
T02,target,regular-sensitivity,20,stress,2,negative,-25.412594875521055,-19.004400806957026,-12.596206738392995,2,-419.8735579464332,-336.9997533508219,-254.12594875521054
T02,target,regular-sensitivity,50,confirmatory,3,negative,-10.650548320453076,-3.2825931025341424,-1.1028728376122021,3,-11028.728376122019,-10941.977008447142,-10650.548320453076
T02,target,regular-sensitivity,50,extended-local,2,negative,-80.24014313453588,-54.98307322171735,-29.726003308898804,2,-9908.667769632935,-8966.34104154326,-8024.014313453587
T02,target,regular-sensitivity,50,stress,2,negative,-237.47277615696746,-197.862092896116,-158.25140963526454,2,-5275.046987842152,-3824.8873747059133,-2374.7277615696744
T03,target,regular-sensitivity,1,confirmatory,3,negative,-0.0006483006056335567,-0.00019473618078996691,-6.494306441244439e-05,3,-0.6494306441244438,-0.6491206026332231,-0.6483006056335566
T03,target,regular-sensitivity,1,extended-local,2,negative,-0.006379382505173464,-0.004158639313310801,-0.0019378961214481395,2,-0.6459653738160466,-0.6419518121666965,-0.6379382505173463
T03,target,regular-sensitivity,1,stress,2,negative,-0.05512886730952492,-0.03680711075844319,-0.018485354207361446,2,-0.6161784735787149,-0.5837335733369821,-0.5512886730952492
T03,target,regular-sensitivity,5,confirmatory,3,negative,-0.18770182273350763,-0.05666317393220216,-0.0189216383312735,3,-189.21638331273496,-188.87724644067387,-187.7018227335076
T03,target,regular-sensitivity,5,extended-local,2,negative,-1.7400091006014908,-1.1466616348176197,-0.553314169033749,2,-184.43805634458298,-179.219483202366,-174.00091006014907
T03,target,regular-sensitivity,5,stress,2,negative,-10.371837405772439,-7.442929964651599,-4.514022523530758,2,-150.46741745102528,-127.09289575437484,-103.71837405772439
T03,target,regular-sensitivity,20,confirmatory,3,negative,-12.586019770286189,-3.8647287462682485,-1.2970106236439405,3,-12970.106236439402,-12882.429154227497,-12586.019770286188
T03,target,regular-sensitivity,20,extended-local,2,negative,-97.83853949333624,-66.64691383691193,-35.455288180487635,2,-11818.429393495879,-10801.14167141475,-9783.853949333623
T03,target,regular-sensitivity,20,stress,2,negative,-296.42903578959016,-247.1508199793637,-197.87260416913722,2,-6595.753472304575,-4780.021915100238,-2964.2903578959017
T03,target,regular-sensitivity,50,confirmatory,3,negative,-234.57294193624878,-74.8063988362682,-25.400052583137015,3,-254000.52583137012,-249354.6627875607,-234572.94193624877
T03,target,regular-sensitivity,50,extended-local,2,negative,-1372.530489936822,-988.6576394986666,-604.7847890605111,2,-201594.92968683704,-169423.98934025964,-137253.0489936822
T03,target,regular-sensitivity,50,stress,2,negative,-2515.6844547738015,-2330.266612836189,-2144.8487708985763,2,-71494.95902995254,-48325.90178884528,-25156.844547738012
T04,target,regular-sensitivity,1,confirmatory,3,negative,-0.001561518897621854,-0.00046938698717915393,-0.00015655591600081142,3,-1.565559160008114,-1.5646232905971797,-1.561518897621854
T04,target,regular-sensitivity,1,extended-local,2,negative,-0.015229010812662057,-0.009943609137217872,-0.0046582074617736845,2,-1.5527358205912283,-1.537818450928717,-1.5229010812662056
T04,target,regular-sensitivity,1,stress,2,negative,-0.12312100475423153,-0.0832304522607472,-0.043339899767262866,2,-1.444663325575429,-1.337936686558872,-1.2312100475423151
T04,target,regular-sensitivity,5,confirmatory,3,negative,-0.3025292091484625,-0.0916417019391371,-0.030632678467892877,3,-306.32678467892873,-305.47233979712365,-302.5292091484624
T04,target,regular-sensitivity,5,extended-local,2,negative,-2.7014818133195897,-1.7924946082633486,-0.8835074032071073,2,-294.50246773570245,-282.32532453383067,-270.14818133195894
T04,target,regular-sensitivity,5,stress,2,negative,-14.143145976498614,-10.390490230379946,-6.63783448426128,2,-221.26114947537604,-181.3463046201811,-141.43145976498613
T04,target,regular-sensitivity,20,confirmatory,3,negative,-20.93569859126511,-6.536574773327151,-2.2048743034580394,3,-22048.743034580388,-21788.58257775717,-20935.698591265103
T04,target,regular-sensitivity,20,extended-local,2,negative,-143.71466152194228,-100.2012027621999,-56.687744002457535,2,-18895.914667485846,-16633.690409840037,-14371.466152194227
T04,target,regular-sensitivity,20,stress,2,negative,-392.6314770196624,-329.7802768156864,-266.9290766117104,2,-8897.635887057015,-6411.975328626819,-3926.3147701966236
T04,target,regular-sensitivity,50,confirmatory,3,negative,-343.3897397008079,-114.25912137423943,-39.35740286795408,3,-393574.02867954073,-380863.73791413143,-343389.7397008079
T04,target,regular-sensitivity,50,extended-local,2,negative,-1658.3559307132543,-1237.7581813790155,-817.1604320447765,2,-272386.81068159215,-219111.20187645877,-165835.59307132542
T04,target,regular-sensitivity,50,stress,2,negative,-2910.260763340663,-2683.6470086901318,-2457.0332540396003,2,-81901.10846798668,-55501.858050696654,-29102.607633406627
T05,target,regular-sensitivity,1,confirmatory,3,numerical-zero,-7.014545376699127e-10,-1.145495495472673e-10,2.4837040167348523e-09,2,-7.014545376699127e-07,-5.416431847470685e-07,-3.8183183182422436e-07
T05,target,regular-sensitivity,1,extended-local,2,numerical-zero,-7.53269251913478e-09,-4.89405242753018e-09,-2.2554123359255803e-09,2,-7.532692519134779e-07,-7.525366819443357e-07,-7.518041119751935e-07
T05,target,regular-sensitivity,1,stress,2,negative,-7.519768555057363e-08,-4.889301235818811e-08,-2.258833916580258e-08,2,-7.529446388600861e-07,-7.524607471829112e-07,-7.519768555057362e-07
T05,target,regular-sensitivity,5,confirmatory,3,negative,-4.020911605923962e-05,-1.2068265081641452e-05,-4.023644881624619e-06,3,-0.04023644881624618,-0.040227550272138174,-0.04020911605923961
T05,target,regular-sensitivity,5,extended-local,2,negative,-0.00039990953399134777,-0.00026019542870344195,-0.00012048132341553612,2,-0.04016044113851204,-0.04007569726882341,-0.03999095339913478
T05,target,regular-sensitivity,5,stress,2,negative,-0.0037905414471631348,-0.0024879606138104625,-0.0011853797804577896,2,-0.03951265934859299,-0.03870903691011217,-0.03790541447163135
T05,target,regular-sensitivity,20,confirmatory,3,negative,-0.05732802414229929,-0.01727995750347031,-0.0057678173356406175,3,-57.67817335640616,-57.59985834490103,-57.328024142299284
T05,target,regular-sensitivity,20,extended-local,2,negative,-0.5408068886290907,-0.3552548858133502,-0.16970288299760977,2,-56.56762766586992,-55.32415826438949,-54.08068886290906
T05,target,regular-sensitivity,20,stress,2,negative,-3.517808431774725,-2.481384117029643,-1.4449598022845607,2,-48.1653267428187,-41.67170553028298,-35.17808431774725
T05,target,regular-sensitivity,50,confirmatory,3,negative,-49.845805630692496,-16.75831065787596,-5.791564801939697,3,-57915.64801939696,-55861.0355262532,-49845.80563069249
T05,target,regular-sensitivity,50,extended-local,2,negative,-225.85272926845946,-170.91133540639538,-115.96994154433132,2,-38656.647181443775,-30620.96005414486,-22585.272926845944
T05,target,regular-sensitivity,50,stress,2,negative,-403.10216329775,-364.6236205383458,-326.1450777789415,2,-10871.502592631387,-7451.262112804443,-4031.0216329775
T06,target,regular-sensitivity,1,confirmatory,3,negative,-6.854879183175747e-06,-2.057270297595018e-06,-6.836127230812594e-07,3,-0.006857567658650061,-0.006854879183175747,-0.006836127230812592
T06,target,regular-sensitivity,1,extended-local,2,negative,-6.820727378559347e-05,-4.4374572943462414e-05,-2.0541872101331352e-05,2,-0.0068472907004437835,-0.0068340090395015655,-0.006820727378559347
T06,target,regular-sensitivity,1,stress,2,negative,-0.0006489231374044419,-0.00042564369876986897,-0.00020236426013529597,2,-0.0067454753378431995,-0.006617353355943809,-0.0064892313740444185
T06,target,regular-sensitivity,5,confirmatory,3,negative,-0.008242462567412612,-0.002477414769916405,-0.0008262423954217553,3,-8.262423954217551,-8.258049233054685,-8.24246256741261
T06,target,regular-sensitivity,5,extended-local,2,negative,-0.08046858831317284,-0.052531641920572344,-0.02459469552797185,2,-8.198231842657284,-8.122545336987283,-8.046858831317284
T06,target,regular-sensitivity,5,stress,2,negative,-0.6471820705676682,-0.43821361089215094,-0.22924515121663377,2,-7.64150504055446,-7.05666287311557,-6.471820705676682
T06,target,regular-sensitivity,20,confirmatory,3,negative,-0.6097038631479966,-0.1846121458082709,-0.06170110712932528,3,-617.0110712932527,-615.373819360903,-609.7038631479966
T06,target,regular-sensitivity,20,extended-local,2,negative,-5.442683781562048,-3.612348396640205,-1.7820130117183617,2,-594.0043372394539,-569.1363576978292,-544.2683781562047
T06,target,regular-sensitivity,20,stress,2,negative,-24.195017801952424,-18.628448323673815,-13.061878845395206,2,-435.39596151317363,-338.67306976634893,-241.95017801952423
T06,target,regular-sensitivity,50,confirmatory,3,negative,-9.598442023102784,-2.948819941200399,-0.9897200710796707,3,-9897.200710796706,-9829.39980400133,-9598.442023102783
T06,target,regular-sensitivity,50,extended-local,2,negative,-73.01100125043384,-49.98806906042671,-26.96513687041959,2,-8988.378956806531,-8144.739540924957,-7301.100125043382
T06,target,regular-sensitivity,50,stress,2,negative,-178.2327052778675,-157.7171523907199,-137.20159950357228,2,-4573.386650119077,-3177.856851448876,-1782.3270527786747
T07,target,regular-sensitivity,1,confirmatory,3,negative,-0.0012102700380934761,-0.00036376629215285655,-0.00012131396150059138,3,-1.2131396150059135,-1.2125543071761886,-1.2102700380934759
T07,target,regular-sensitivity,1,extended-local,2,negative,-0.011817743149908024,-0.007714566619290969,-0.0036113900886739153,2,-1.2037966962246385,-1.1927855056077203,-1.1817743149908022
T07,target,regular-sensitivity,1,stress,2,negative,-0.09639782031213996,-0.06505571122876411,-0.033713602145388245,2,-1.1237867381796083,-1.0438824706505039,-0.9639782031213996
T07,target,regular-sensitivity,5,confirmatory,3,negative,-0.21066833135678548,-0.0638908225216096,-0.021363820528699926,3,-213.63820528699924,-212.96940840536536,-210.66833135678547
T07,target,regular-sensitivity,5,extended-local,2,negative,-1.8561553369306962,-1.234697005791446,-0.6132386746521956,2,-204.41289155073187,-195.01421262190075,-185.6155336930696
T07,target,regular-sensitivity,5,stress,2,negative,-9.137045222216482,-6.799649243317882,-4.4622532644192825,2,-148.74177548064276,-120.0561138514038,-91.37045222216483
T07,target,regular-sensitivity,20,confirmatory,3,negative,-27.799643531558075,-8.995453397449122,-3.0687687754778663,3,-30687.687754778657,-29984.84465816374,-27799.643531558075
T07,target,regular-sensitivity,20,extended-local,2,negative,-151.4896838761029,-110.53009177020395,-69.570499664305,2,-23190.166554768333,-19169.56747118931,-15148.968387610288
T07,target,regular-sensitivity,20,stress,2,negative,-319.96371791010097,-280.1554066820627,-240.34709545402438,2,-8011.569848467481,-5605.603513784245,-3199.637179101009
T07,target,regular-sensitivity,50,confirmatory,3,negative,-2385.618100791451,-1138.7082090198091,-465.55592659929886,3,-4655559.265992988,-3795694.0300660306,-2385618.100791451
T07,target,regular-sensitivity,50,extended-local,2,negative,-4698.072450000632,-4172.792552175038,-3647.5126543494434,2,-1215837.5514498146,-842822.3982249389,-469807.24500006315
T07,target,regular-sensitivity,50,stress,2,negative,-5592.092093406816,-5429.601207429838,-5267.110321452859,2,-175570.34404842867,-115745.63249124843,-55920.92093406816
T08,target,regular-sensitivity,1,confirmatory,3,negative,-0.00012483425567683175,-3.748128093046343e-05,-1.2501533098794868e-05,3,-0.12501533098794865,-0.12493760310154478,-0.12483425567683175
T08,target,regular-sensitivity,1,extended-local,2,negative,-0.0012353514611080712,-0.0008044910695587232,-0.00037363067800937506,2,-0.12454355933645835,-0.12403935272363273,-0.12353514611080711
T08,target,regular-sensitivity,1,stress,2,negative,-0.011166187337949445,-0.007394001640781497,-0.003621815943613549,2,-0.12072719812045164,-0.11619453574997304,-0.11166187337949444
T08,target,regular-sensitivity,5,confirmatory,3,negative,-0.07506456908765101,-0.022603361019771725,-0.007542481624899906,3,-75.42481624899905,-75.34453673257242,-75.06456908765101
T08,target,regular-sensitivity,5,extended-local,2,negative,-0.7165774574924635,-0.46970445978014297,-0.22283146206782248,2,-74.27715402260749,-72.96744988592692,-71.65774574924635
T08,target,regular-sensitivity,5,stress,2,negative,-4.9418274534701965,-3.4481701179574173,-1.9545127824446378,2,-65.15042608148794,-57.28435030809495,-49.418274534701965
T08,target,regular-sensitivity,20,confirmatory,3,negative,-4.962143786481593,-1.5136412976160274,-0.5069785858515266,3,-5069.785858515264,-5045.470992053425,-4962.1437864815925
T08,target,regular-sensitivity,20,extended-local,2,negative,-40.86445268371484,-27.539522305984153,-14.21459192825347,2,-4738.197309417824,-4412.321288894654,-4086.4452683714835
T08,target,regular-sensitivity,20,stress,2,negative,-132.75376818876578,-109.79998017558292,-86.84619216240006,2,-2894.873072080002,-2111.20537698383,-1327.5376818876578
T08,target,regular-sensitivity,50,confirmatory,3,negative,-63.36597814021706,-19.807257334970267,-6.682109852407286,3,-66821.09852407285,-66024.19111656757,-63365.978140217056
T08,target,regular-sensitivity,50,extended-local,2,negative,-408.7594701622268,-289.48100149501045,-170.20253282779402,2,-56734.177609264676,-48805.06231274368,-40875.94701622268
T08,target,regular-sensitivity,50,stress,2,negative,-718.7175255802409,-678.6606919303713,-638.6038582805016,2,-21286.795276016725,-14236.985265909567,-7187.175255802408
T09,target,regular-sensitivity,1,confirmatory,3,negative,-6.962651314770665e-05,-2.09026351157939e-05,-6.962371287187906e-06,3,-0.06967545038597968,-0.06962651314770663,-0.06962371287187905
T09,target,regular-sensitivity,1,extended-local,2,negative,-0.0006897077006003277,-0.0004490731194997465,-0.00020843853839916526,2,-0.06947951279972175,-0.06922514142987726,-0.06897077006003276
T09,target,regular-sensitivity,1,stress,2,negative,-0.006312527344822806,-0.0041697267073623305,-0.0020269260699018556,2,-0.06756420233006186,-0.06534473788914495,-0.06312527344822805
T09,target,regular-sensitivity,5,confirmatory,3,negative,-0.010408630110571793,-0.0031343164639505683,-0.0010459068557320266,3,-10.459068557320265,-10.447721546501896,-10.408630110571792
T09,target,regular-sensitivity,5,extended-local,2,negative,-0.09937433251482822,-0.065135664332124,-0.030896996149419778,2,-10.298998716473259,-10.11821598397804,-9.93743325148282
T09,target,regular-sensitivity,5,stress,2,negative,-0.7062081042790733,-0.4890064380649557,-0.271804771850838,2,-9.0601590616946,-8.061120052242666,-7.062081042790733
T09,target,regular-sensitivity,20,confirmatory,3,negative,-0.45846255717045814,-0.14010330986896732,-0.04695348872706193,3,-469.53488727061927,-467.0110328965577,-458.4625571704581
T09,target,regular-sensitivity,20,extended-local,2,negative,-3.7668143289423544,-2.5377351822982224,-1.3086560356540906,2,-436.21867855136355,-406.45005572279945,-376.6814328942354
T09,target,regular-sensitivity,20,stress,2,negative,-16.812468217463653,-12.638633550084789,-8.464798882705924,2,-282.15996275686416,-225.14232246575034,-168.12468217463655
T09,target,regular-sensitivity,50,confirmatory,3,negative,-7.742377865954057,-2.43234325049687,-0.8222502829256134,3,-8222.502829256133,-8107.8108349895665,-7742.377865954056
T09,target,regular-sensitivity,50,extended-local,2,negative,-52.10653880455329,-36.42780025463812,-20.749061704722955,2,-6916.353901574319,-6063.503891014823,-5210.653880455328
T09,target,regular-sensitivity,50,stress,2,negative,-153.91955691376654,-125.67401487049926,-97.42847282723199,2,-3247.6157609077336,-2393.4056650226994,-1539.1955691376654
T10,target,regular-sensitivity,1,confirmatory,3,negative,-9.627643415618515e-06,-2.8889200336193917e-06,-9.683244194508675e-07,3,-0.009683244194508674,-0.009629733445397972,-0.009627643415618514
T10,target,regular-sensitivity,1,extended-local,2,negative,-9.590319843610101e-05,-6.238057789775041e-05,-2.8857957359399816e-05,2,-0.009619319119799939,-0.00960481948170502,-0.0095903198436101
T10,target,regular-sensitivity,1,stress,2,negative,-0.0009229640640366413,-0.0006041056470363498,-0.0002852472300360582,2,-0.009508241001201942,-0.009368940820784178,-0.009229640640366413
T10,target,regular-sensitivity,5,confirmatory,3,negative,-0.005876699548393364,-0.0017658390818587593,-0.0005888897758263951,3,-5.88889775826395,-5.886130272862531,-5.876699548393363
T10,target,regular-sensitivity,5,extended-local,2,negative,-0.057583848612018214,-0.03756681918697444,-0.017549789761930664,2,-5.849929920643555,-5.804157390922688,-5.7583848612018205
T10,target,regular-sensitivity,5,stress,2,negative,-0.4812474936815732,-0.32333067162044715,-0.16541384955932106,2,-5.513794985310702,-5.163134961063218,-4.8124749368157325
T10,target,regular-sensitivity,20,confirmatory,3,negative,-0.44320044232326417,-0.13390265277012656,-0.044724884012672064,3,-447.24884012672055,-446.34217590042186,-443.20044232326416
T10,target,regular-sensitivity,20,extended-local,2,negative,-4.06722609672127,-2.6853430404147938,-1.3034599841083183,2,-434.48666136943945,-420.6046355207832,-406.72260967212696
T10,target,regular-sensitivity,20,stress,2,negative,-22.549366566573916,-16.446266238505213,-10.343165910436511,2,-344.77219701455044,-285.1329313401448,-225.49366566573914
T10,target,regular-sensitivity,50,confirmatory,3,negative,-8.039319402258815,-2.4565699294167884,-0.8232370258740702,3,-8232.3702587407,-8188.566431389295,-8039.319402258814
T10,target,regular-sensitivity,50,extended-local,2,negative,-65.42185305608506,-44.177781291227745,-22.93370952637044,2,-7644.56984212348,-7093.377573865993,-6542.185305608506
T10,target,regular-sensitivity,50,stress,2,negative,-228.80705309019925,-184.330881971103,-139.85471085200675,2,-4661.823695066892,-3474.947112984442,-2288.0705309019922
T11,target,regular-sensitivity,1,confirmatory,3,negative,-3.617060254400315e-05,-1.0855529553303101e-05,-3.6197962282292587e-06,3,-0.03619796228229258,-0.03618509851101034,-0.03617060254400315
T11,target,regular-sensitivity,1,extended-local,2,negative,-0.0003597671790633064,-0.00023407457290968567,-0.00010838196675606496,2,-0.03612732225202166,-0.03605202007917614,-0.035976717906330634
T11,target,regular-sensitivity,1,stress,2,negative,-0.00341584930706267,-0.0022412362606894186,-0.0010666232143161666,2,-0.03555410714387222,-0.03485630010724946,-0.0341584930706267
T11,target,regular-sensitivity,5,confirmatory,3,negative,-0.010468116630580993,-0.00314881243038345,-0.0010503902465744256,3,-10.503902465744256,-10.496041434611502,-10.468116630580992
T11,target,regular-sensitivity,5,extended-local,2,negative,-0.10123794297703034,-0.06620284969594792,-0.0311677564148655,2,-10.3892521382885,-10.256523217995767,-10.123794297703032
T11,target,regular-sensitivity,5,stress,2,negative,-0.7710541471838019,-0.527200916781511,-0.2833476863792201,2,-9.444922879307338,-8.57773217557268,-7.710541471838019
T11,target,regular-sensitivity,20,confirmatory,3,negative,-1.17258862355293,-0.3575709926499837,-0.1197559872585096,3,-1197.5598725850957,-1191.9033088332792,-1172.58862355293
T11,target,regular-sensitivity,20,extended-local,2,negative,-9.758832215861647,-6.561227681763226,-3.3636231476648044,2,-1121.2077158882682,-1048.5454687372164,-975.8832215861645
T11,target,regular-sensitivity,20,stress,2,negative,-40.17595431147847,-30.951798041925542,-21.72764177237261,2,-724.2547257457538,-563.0071344302693,-401.7595431147847
T11,target,regular-sensitivity,50,confirmatory,3,negative,-64.01151386704136,-21.112998492837356,-7.248230923153882,3,-72482.3092315388,-70376.6616427912,-64011.51386704136
T11,target,regular-sensitivity,50,extended-local,2,negative,-314.99324692250445,-234.57315133795734,-154.15305575341023,2,-51384.35191780341,-41441.838305026926,-31499.32469225044
T11,target,regular-sensitivity,50,stress,2,negative,-603.9515393070808,-538.0440909609945,-472.1366426149082,2,-15737.88808716361,-10888.701740117209,-6039.515393070808
T12,target,regular-sensitivity,1,confirmatory,3,negative,-4.434434683033693,-1.4607913840706415,-0.5013032289036762,3,-5013.032289036761,-4869.3046135688055,-4434.434683033693
T12,target,regular-sensitivity,1,extended-local,2,negative,-21.986207177244587,-16.347441428277055,-10.708675679309524,2,-3569.558559769841,-2884.08963874715,-2198.6207177244587
T12,target,regular-sensitivity,1,stress,2,negative,-41.87462827599324,-37.44623354726646,-33.01783881853968,2,-1100.5946272846563,-759.6704550222944,-418.7462827599324
T12,target,regular-sensitivity,5,confirmatory,3,negative,-345.84614241194197,-138.75292599466476,-51.54867409817969,3,-515486.7409817968,-462509.7533155492,-345846.14241194195
T12,target,regular-sensitivity,5,extended-local,2,negative,-924.1929815949868,-775.3762548200989,-626.5595280452111,2,-208853.17601507035,-150636.2370872845,-92419.29815949868
T12,target,regular-sensitivity,5,stress,2,negative,-1224.1096700833186,-1167.6907949979022,-1111.271919912486,2,-37042.39733041621,-24641.747015624693,-12241.096700833185
T12,target,regular-sensitivity,20,confirmatory,3,negative,-11500.675978501036,-5532.12536711625,-2274.0605108444893,3,-22740605.10844489,-18440417.8903875,-11500675.978501035
T12,target,regular-sensitivity,20,extended-local,2,negative,-22382.941127332433,-19933.30204112523,-17483.662954918025,2,-5827887.651639342,-4033090.8821862927,-2238294.112733243
T12,target,regular-sensitivity,20,stress,2,negative,-25745.570205733733,-25273.47137014576,-24801.372534557784,2,-826712.417818593,-542084.0599379651,-257455.7020573373
T12,target,regular-sensitivity,50,confirmatory,3,negative,-256338.6065246225,-130816.44938013077,-55383.23979555276,3,-553832397.9555275,-436054831.2671026,-256338606.52462247
T12,target,regular-sensitivity,50,extended-local,2,negative,-406367.0861399594,-381715.5047282403,-357063.92331652116,2,-119021307.77217372,-79829008.19308484,-40636708.61399594
T12,target,regular-sensitivity,50,stress,2,negative,-417370.569951279,-416746.8052710305,-416123.0405907821,2,-13870768.01969274,-9022236.859602764,-4173705.6995127895
T13,target,analytic-zero,1,confirmatory,3,numerical-zero,0.0,0.0,0.0,0,,,
T13,target,analytic-zero,1,extended-local,2,numerical-zero,0.0,0.0,0.0,0,,,
T13,target,analytic-zero,1,stress,2,numerical-zero,0.0,6.661338147750938e-15,1.3322676295501875e-14,0,,,
T13,target,analytic-zero,5,confirmatory,3,numerical-zero,0.0,0.0,0.0,0,,,
T13,target,analytic-zero,5,extended-local,2,numerical-zero,0.0,0.0,0.0,0,,,
T13,target,analytic-zero,5,stress,2,numerical-zero,0.0,8.881784197001252e-15,1.7763568394002505e-14,0,,,
T13,target,analytic-zero,20,confirmatory,3,numerical-zero,0.0,0.0,0.0,0,,,
T13,target,analytic-zero,20,extended-local,2,numerical-zero,0.0,0.0,0.0,0,,,
T13,target,analytic-zero,20,stress,2,numerical-zero,0.0,8.881784197001252e-15,1.7763568394002505e-14,0,,,
T13,target,analytic-zero,50,confirmatory,3,numerical-zero,0.0,0.0,0.0,0,,,
T13,target,analytic-zero,50,extended-local,2,numerical-zero,0.0,0.0,0.0,0,,,
T13,target,analytic-zero,50,stress,2,numerical-zero,0.0,8.881784197001252e-15,1.7763568394002505e-14,0,,,
