landscape_id,split,stratum,horizon,epsilon,region,p0_id,reward_id,mutation_id,clean_terminal,clean_boundary_min_probability,clean_boundary_pressure,K_kl_q_p,kl_q_p,kl_prediction,kl_residual,kl_over_epsilon_squared,kl_over_epsilon_squared_minus_k,kl_relative_residual,kl_residual_over_epsilon_cubed,cubic_normalization_numerically_stable
S01,source,regular-sensitivity,5,0.003,extended-local,mixed,dominant_a,uniform_off_diagonal,"[0.2714051970286356,0.3170558699633255,0.41153893300803884]",0.2714051970286356,1.3041423828014223,1.9144771258285203,1.684966331650696e-05,1.723029413245668e-05,-3.8063081594972117e-07,1.8721848129452179,-0.04229231288330235,-0.022090790384867977,-14.09743762776745,True
S01,source,regular-sensitivity,5,0.01,extended-local,mixed,dominant_a,uniform_off_diagonal,"[0.2714051970286356,0.3170558699633255,0.41153893300803884]",0.2714051970286356,1.3041423828014223,1.9144771258285203,0.00017772635358257946,0.00019144771258285204,-1.3721359000272584e-05,1.7772635358257944,-0.13721359000272582,-0.07167157452630543,-13.721359000272582,True
S01,source,regular-sensitivity,5,0.03,stress,mixed,dominant_a,uniform_off_diagonal,"[0.2714051970286356,0.3170558699633255,0.41153893300803884]",0.2714051970286356,1.3041423828014223,1.9144771258285203,0.0013794213627666557,0.0017230294132456682,-0.0003436080504790125,1.532690403074062,-0.38178672275445835,-0.19942088500495095,-12.72622409181528,True
S01,source,regular-sensitivity,5,0.1,stress,mixed,dominant_a,uniform_off_diagonal,"[0.2714051970286356,0.3170558699633255,0.41153893300803884]",0.2714051970286356,1.3041423828014223,1.9144771258285203,0.009174944659616172,0.019144771258285207,-0.009969826598669036,0.917494465961617,-0.9969826598669034,-0.5207597658997588,-9.969826598669034,True
S01,source,regular-sensitivity,20,0.0001,confirmatory,mixed,dominant_a,uniform_off_diagonal,"[0.52905647749322,0.2919435019325063,0.17900002057427372]",0.17900002057427372,1.720369358201312,1.5305263239750295,1.536970915159096e-08,1.5305263239750295e-08,6.444591184066494e-11,1.536970915159096,0.006444591184066494,0.004210702608060231,64.44591184066493,True
S01,source,regular-sensitivity,20,0.0003,confirmatory,mixed,dominant_a,uniform_off_diagonal,"[0.52905647749322,0.2919435019325063,0.17900002057427372]",0.17900002057427372,1.720369358201312,1.5305263239750295,1.394848173746346e-07,1.3774736915775264e-07,1.7374482168819604e-09,1.549831304162607,0.019304980187577342,0.01261329510324208,64.34993395859114,True
S01,source,regular-sensitivity,20,0.001,confirmatory,mixed,dominant_a,uniform_off_diagonal,"[0.52905647749322,0.2919435019325063,0.17900002057427372]",0.17900002057427372,1.720369358201312,1.5305263239750295,1.5945316026849937e-06,1.5305263239750295e-06,6.40052787099642e-08,1.5945316026849938,0.0640052787099642,0.04181912960747511,64.00527870996419,True
S01,source,regular-sensitivity,20,0.003,extended-local,mixed,dominant_a,uniform_off_diagonal,"[0.52905647749322,0.2919435019325063,0.17900002057427372]",0.17900002057427372,1.720369358201312,1.5305263239750295,1.5474486820321598e-05,1.3774736915775265e-05,1.6997499045463326e-06,1.7193874244801775,0.18886110050514807,0.12339617917491587,62.95370016838269,True
S01,source,regular-sensitivity,20,0.01,extended-local,mixed,dominant_a,uniform_off_diagonal,"[0.52905647749322,0.2919435019325063,0.17900002057427372]",0.17900002057427372,1.720369358201312,1.5305263239750295,0.00021174057288915558,0.00015305263239750295,5.868794049165263e-05,2.1174057288915558,0.5868794049165262,0.383449402812167,58.68794049165262,True
S01,source,regular-sensitivity,20,0.03,stress,mixed,dominant_a,uniform_off_diagonal,"[0.52905647749322,0.2919435019325063,0.17900002057427372]",0.17900002057427372,1.720369358201312,1.5305263239750295,0.002586802297848193,0.0013774736915775265,0.0012093286062706667,2.8742247753868813,1.343698451411852,0.8779322709863919,44.78994838039507,True
S01,source,regular-sensitivity,20,0.1,stress,mixed,dominant_a,uniform_off_diagonal,"[0.52905647749322,0.2919435019325063,0.17900002057427372]",0.17900002057427372,1.720369358201312,1.5305263239750295,0.027554677482258483,0.015305263239750299,0.012249414242508184,2.755467748225848,1.224941424250818,0.8003399909316443,12.24941424250818,True
S01,source,regular-sensitivity,50,0.0001,confirmatory,mixed,dominant_a,uniform_off_diagonal,"[0.8772142468731454,0.10800919537116982,0.014776557755684781]",0.014776557755684781,4.2147132893906845,1082.2135604695102,1.0707257767062352e-05,1.0822135604695102e-05,-1.1487783763275005e-07,1070.7257767062351,-11.487783763275004,-0.010615080223436784,-114877.83763275003,True
S01,source,regular-sensitivity,50,0.0003,confirmatory,mixed,dominant_a,uniform_off_diagonal,"[0.8772142468731454,0.10800919537116982,0.014776557755684781]",0.014776557755684781,4.2147132893906845,1082.2135604695102,9.439203370276953e-05,9.73992204422559e-05,-3.0071867394863757e-06,1048.800374475217,-33.413185994293066,-0.03087485429382072,-111377.28664764357,True
S01,source,regular-sensitivity,50,0.001,confirmatory,mixed,dominant_a,uniform_off_diagonal,"[0.8772142468731454,0.10800919537116982,0.014776557755684781]",0.014776557755684781,4.2147132893906845,1082.2135604695102,0.0009812551365867847,0.00108221356046951,-0.00010095842388272531,981.2551365867848,-100.95842388272531,-0.09328881800272884,-100958.4238827253,True
S01,source,regular-sensitivity,50,0.003,extended-local,mixed,dominant_a,uniform_off_diagonal,"[0.8772142468731454,0.10800919537116982,0.014776557755684781]",0.014776557755684781,4.2147132893906845,1082.2135604695102,0.007555828557367784,0.009739922044225592,-0.0021840934868578073,839.5365063741982,-242.67705409531192,-0.22424137246074455,-80892.35136510397,True
S01,source,regular-sensitivity,50,0.01,extended-local,mixed,dominant_a,uniform_off_diagonal,"[0.8772142468731454,0.10800919537116982,0.014776557755684781]",0.014776557755684781,4.2147132893906845,1082.2135604695102,0.05790071781683617,0.10822135604695102,-0.050320638230114845,579.0071781683617,-503.20638230114844,-0.464978818120553,-50320.63823011483,True
