landscape_id,split,stratum,horizon,log_horizon,C_endpoint_l1,C_max_path_l1,p0_id,reward_id,mutation_id,clean_terminal,clean_boundary_min_probability,clean_boundary_pressure,selection_log_factor_spread_per_step,inferred_initial_boundary_min_probability,clean_log_odds_linear_max_abs_error
T12,target,regular-sensitivity,20,2.995732273553991,41.464013809159866,41.464013809159866,edge,strong_ordered,uniform_mix,"[0.006098463392400993,0.17297666252451613,0.8209248740830829]",0.006098463392400993,5.099718442420816,0.09500000000000001,0.000999999999999998,2.6645352591003757e-15
T12,target,regular-sensitivity,50,3.912023005428146,484.3315856647335,484.3315856647335,edge,strong_ordered,uniform_mix,"[0.07612503990932029,0.33112538173192996,0.5927495783587498]",0.07612503990932029,2.575378028691848,0.09500000000000001,0.000999999999999998,2.6645352591003757e-15
T13,target,analytic-zero,1,0.0,0.0,0.0,target_a,neutral,identity,"[0.3,0.4,0.3]",0.3,1.2039728043259361,2.4103286236353495e-18,0.3,1.1102230246251565e-16
T13,target,analytic-zero,5,1.6094379124341003,0.0,0.0,target_a,neutral,identity,"[0.3,0.4,0.3]",0.3,1.2039728043259361,2.4103286236353495e-18,0.3,1.1102230246251565e-16
T13,target,analytic-zero,20,2.995732273553991,0.0,0.0,target_a,neutral,identity,"[0.3,0.4,0.3]",0.3,1.2039728043259361,2.4103286236353495e-18,0.3,1.1102230246251565e-16
T13,target,analytic-zero,50,3.912023005428146,0.0,0.0,target_a,neutral,identity,"[0.3,0.4,0.3]",0.3,1.2039728043259361,2.4103286236353495e-18,0.3,1.1102230246251565e-16
T14,target,low-sensitivity,1,0.0,1.5890824969900514e-13,1.5890824969900514e-13,target_c,compressed,near_identity,"[0.10120616353093707,0.5981964003344769,0.30059743613458606]",0.10120616353093707,2.290595619527473,0.014999999999999996,0.10000000000000002,2.220446049250313e-16
T14,target,low-sensitivity,5,1.6094379124341003,7.918567992166798e-13,7.918567992166798e-13,target_c,compressed,near_identity,"[0.10615543126484013,0.590910059366123,0.30293450936903693]",0.10615543126484013,2.242850926198892,0.014999999999999996,0.10000000000000002,2.220446049250313e-16
T14,target,low-sensitivity,20,2.995732273553991,3.1116203249155438e-12,3.1116203249155438e-12,target_c,compressed,near_identity,"[0.12656463019163802,0.5625683048388535,0.31086706496950856]",0.12656463019163802,2.0670021906791143,0.014999999999999996,0.10000000000000002,2.220446049250313e-16
T14,target,low-sensitivity,50,3.912023005428146,7.540424231686602e-12,7.540424231686602e-12,target_c,compressed,near_identity,"[0.17687246446133764,0.5012918178744582,0.32183571766420416]",0.17687246446133764,1.732326345888303,0.014999999999999996,0.10000000000000002,2.220446049250313e-16
