landscape_id,split,stratum,horizon,log_horizon,C_endpoint_l1,C_max_path_l1,p0_id,reward_id,mutation_id,clean_terminal,clean_boundary_min_probability,clean_boundary_pressure,selection_log_factor_spread_per_step,inferred_initial_boundary_min_probability,clean_log_odds_linear_max_abs_error
T09,target,regular-sensitivity,1,0.0,0.23490112737051153,0.23490112737051153,target_g,dominant_c,forward_cycle,"[0.4367206566777759,0.04673854429060058,0.5165407990316236]",0.04673854429060058,3.063186095187403,0.09999999999999999,0.04999999999999999,1.7763568394002505e-15
T09,target,regular-sensitivity,5,1.6094379124341003,1.2214178726325686,1.2214178726325686,target_g,dominant_c,forward_cycle,"[0.3830209611643191,0.03528172551985163,0.5816973133158293]",0.03528172551985163,3.3443901397467206,0.09999999999999999,0.04999999999999999,1.7763568394002505e-15
T09,target,regular-sensitivity,20,2.995732273553991,4.717127327704444,4.717127327704444,target_g,dominant_c,forward_cycle,"[0.20281326275634193,0.01064468908648563,0.7865420481571724]",0.01064468908648563,4.542694188532885,0.09999999999999999,0.04999999999999999,1.7763568394002505e-15
T09,target,regular-sensitivity,50,3.912023005428146,7.694484913404585,7.694484913404585,target_g,dominant_c,forward_cycle,"[0.03801441327342834,0.000647744343019554,0.9613378423835521]",0.000647744343019554,7.342014471837606,0.09999999999999999,0.04999999999999999,1.7763568394002505e-15
T10,target,regular-sensitivity,1,0.0,0.3711829419533299,0.3711829419533299,target_h,tie_bc,asymmetric_a,"[0.11635287901180935,0.6828182298545109,0.2008288911336797]",0.11635287901180935,2.1511276451325023,0.03500000000000004,0.11999999999999995,4.440892098500626e-16
T10,target,regular-sensitivity,5,1.6094379124341003,1.8765684041839248,1.8765684041839248,target_h,tie_bc,asymmetric_a,"[0.10271363688508423,0.6933576442251621,0.2039287188897536]",0.10271363688508423,2.275810387171418,0.03500000000000004,0.11999999999999995,4.440892098500626e-16
T10,target,regular-sensitivity,20,2.995732273553991,7.671865557905107,7.671865557905107,target_h,tie_bc,asymmetric_a,"[0.06342151519134591,0.7237197382612327,0.2128587465474214]",0.06342151519134591,2.7579521187769154,0.03500000000000004,0.11999999999999995,4.440892098500626e-16
T10,target,regular-sensitivity,50,3.912023005428146,19.07157810845073,19.07157810845073,target_h,tie_bc,asymmetric_a,"[0.023147923300343962,0.7548402410860978,0.22201183561355828]",0.023147923300343962,3.765850208722381,0.03500000000000004,0.11999999999999995,4.440892098500626e-16
T11,target,regular-sensitivity,1,0.0,0.38199111658489737,0.38199111658489737,skew_b,reversed,backward_cycle,"[0.04579478409279648,0.14442819864461237,0.8097770172625911]",0.04579478409279648,3.083585078784081,0.09999999999999999,0.04999999999999992,1.7763568394002505e-15
T11,target,regular-sensitivity,5,1.6094379124341003,1.838767864264389,1.838767864264389,skew_b,reversed,backward_cycle,"[0.03201883570125102,0.12333899655946556,0.8446421677392834]",0.03201883570125102,3.4414309336845674,0.09999999999999999,0.04999999999999992,1.7763568394002505e-15
T11,target,regular-sensitivity,20,2.995732273553991,5.950434629933982,5.950434629933982,skew_b,reversed,backward_cycle,"[0.00785054182017043,0.06401995551998135,0.9281295026598483]",0.00785054182017043,4.8471727278919445,0.09999999999999999,0.04999999999999992,1.7763568394002505e-15
T11,target,regular-sensitivity,50,3.912023005428146,9.25569410728695,9.25569410728695,skew_b,reversed,backward_cycle,"[0.00041456653693072487,0.015151362997404978,0.9844340704656643]",0.00041456653693072487,7.788277072916233,0.09999999999999999,0.04999999999999992,1.7763568394002505e-15
T12,target,regular-sensitivity,1,0.0,1.1272876815686077,1.1272876815686077,edge,strong_ordered,uniform_mix,"[0.0010959654359604977,0.10192686044640238,0.8969771741176371]",0.0010959654359604977,6.8161196274859925,0.09500000000000001,0.000999999999999998,2.6645352591003757e-15
T12,target,regular-sensitivity,5,1.6094379124341003,6.307032567294687,6.307032567294687,edge,strong_ordered,uniform_mix,"[0.001579463192625612,0.11440043575001492,0.8840201010573595]",0.001579463192625612,6.450670241174657,0.09500000000000001,0.000999999999999998,2.6645352591003757e-15
