target_id,replications,full_direction_score,first_half_direction_score,second_half_direction_score,full_truth_cosine,half_cosine,mean_reproduction_error
A06,262144,0.2886252052507244,1.0135959637964571,0.636057608684735,0.3789702232280476,0.9999993312100651,0.0
A07,8192,0.1973946607537088,0.2871610292591829,0.029643272929280103,0.3565578798531396,0.9999999971656587,0.0
A07,32768,0.23955608586271143,0.6454101510017726,0.6589416687938107,0.3570600672064192,0.9999225944220094,0.0
A07,131072,0.26432579479600127,0.5651467297483573,0.24718480863851602,0.35640451484320157,0.9999925493804991,0.0
A07,262144,0.6442994883898561,0.26432579479600127,1.1368578810072296,0.3575331280393854,0.9999970681904938,0.0
A08,8192,0.9766237716965488,0.513834337163573,1.1081229133793433,0.3392722081106815,0.9998440424814372,0.0
A08,32768,0.9004583468558588,0.8407853523711009,0.43912620956455833,0.34580299139419407,0.9999993413026869,0.0
A08,131072,0.9851571238076392,0.5334245302550479,1.8235757121987397,0.34332516459677315,0.9999554979946893,0.0
A08,262144,0.4303234851106738,0.9851571238076392,0.901489504483935,0.34490678566568583,0.9999943485911748,0.0
A09,8192,1.5626180381799335,1.7818419868629662,0.42840645896524987,0.5422344858779432,0.9990820570165424,0.0
A09,32768,0.6584768527448586,1.5084329760653223,0.6443623811521187,0.5210400984809732,0.9993769193043568,0.0
A09,131072,0.729278452942043,1.2631269046365494,1.036455335469486,0.5176857147254491,0.9999315915060895,0.0
A09,262144,0.28699528754258646,0.729278452942043,1.0685600316054378,0.51117472353134,0.9998853677722118,0.0
A10,8192,0.8992039950239022,0.5712685732719082,1.291101385241909,0.5190516681471137,0.9996441953148981,0.0
A10,32768,1.5631923148901252,1.3165581545025749,0.9008123701813295,0.5210574319171649,0.9999779223337306,0.0
A10,131072,0.7860956325581877,1.0497616710066893,0.705673115702227,0.5107335595046307,0.9999478521277402,0.0
A10,262144,1.0516930497848216,0.7860956325581877,1.079475802308898,0.5082799660814459,0.9999836494996588,0.0
A11,8192,0.4146604340694027,0.9976702248912069,1.148860020995239,0.6015603192177047,0.9988036191735831,0.0
A11,32768,0.942523484293708,0.614157194138487,0.7189705473965219,0.6113932232184303,0.9999999967363549,0.0
A11,131072,0.7210823220530747,0.7711629320257187,1.0617226367116188,0.6088932192259314,0.9998793066238593,0.0
A11,262144,1.1649455102019948,0.7210823220530747,1.815368506776592,0.603368356425493,0.9999024898084493,0.0
A12,8192,0.8454165016777866,1.5219517169217955,0.41130659120793284,0.5971029824026454,0.9991416644093604,0.0
A12,32768,0.16122086447043985,0.8606951207864822,0.9878823020675931,0.5885652421282114,0.9997569346558212,0.0
A12,131072,0.1846056452816779,0.2459090780046506,0.47892576105196083,0.5905803184524664,0.9999969944318173,0.0
A12,262144,0.3852889820405098,0.1846056452816779,0.6220005173517356,0.5904015001123487,0.9999999014137997,0.0
B01,8192,0.09330503043812727,1.350429190706553,1.2862493190223745,0.987691797463829,0.9974216832375324,0.0
B01,32768,1.753090248087186,0.10664495852242328,2.522835354732585,0.9788991121215664,0.9927177664899948,0.0
B01,131072,1.5315869345882616,1.126716353598302,1.0795471885193417,0.9845332073307317,0.9999917415287178,0.0
B01,262144,1.2605178130537367,1.5315869345882616,1.3706750464160475,0.9865860889956171,0.9997146419904448,0.0
B02,8192,0.37834691302314244,0.7857330395616559,0.5318650279021057,-0.8524970458893023,0.997307361137034,0.0
B02,32768,0.3196316838230755,1.0677926776787041,0.6939218019065833,-0.8337997928110419,0.9972557160516474,0.0
B02,131072,1.2766149256972155,0.6903120529060236,1.292507466675792,-0.8493613429453714,0.9999861459771783,0.0
B02,262144,1.3702414917285084,1.2766149256972155,0.805740987633771,-0.8478119142841236,0.9999830755467393,0.0
B03,8192,0.7319000641448731,0.44695875539704955,0.9636921056556826,-0.4876836497007955,0.9815226797837872,0.0
B03,32768,1.0784511238927617,1.373620842385845,0.2855052010653483,-0.5608770188529864,0.9995327440987123,0.0
B03,131072,1.052415859234313,0.9879691819282493,0.8621281390345517,-0.4900315269358329,0.9984757381823088,0.0
B03,262144,0.32294774582401337,1.052415859234313,0.6657189607715853,-0.5288796761458675,0.9956680391006136,0.0
B04,8192,0.6750934120480923,1.080967342918153,0.5360922481381615,-0.9999996900329835,0.9967268493698007,0.0
B04,32768,1.0040531528514245,1.1021476748929981,0.6993872370497133,-0.9989255669703282,0.9998568708464303,0.0
B04,131072,1.251588810103949,1.5365497391926541,0.8634206021292576,-0.9994424206024407,0.9997291619294553,0.0
B04,262144,0.7106292091746903,1.251588810103949,0.2480617809387484,-0.9997973360222147,0.9996481046318002,0.0
