target_id,replications,full_direction_score,first_half_direction_score,second_half_direction_score,full_truth_cosine,half_cosine,mean_reproduction_error
A01,8192,0.39729103155130074,0.5443126664693457,0.5429334161026583,0.9594265732310159,0.999214076164695,0.0
A01,32768,0.27622764234794867,0.35894751611328257,0.18045750044101522,0.9579319182322467,0.9999680057269038,0.0
A01,131072,0.29544643519603186,0.6994605813289068,0.44678215746170186,0.9561868939928951,0.9999478028944251,0.0
A01,262144,1.0888853798912823,0.29544643519603186,1.2668062987792372,0.956740844784586,0.999992861203325,0.0
A02,8192,0.7780227607651091,1.2046190387694493,0.21927610788571417,0.9785062100084492,0.999999784570902,0.0
A02,32768,1.042488533036078,0.6363190191028194,0.9501824649890273,0.9803389890185683,0.9999229703239908,0.0
A02,131072,0.9601715431968141,0.2793887324425007,1.2959686041973886,0.9778707551737739,0.9999902399035379,0.0
A02,262144,1.1543158689583886,0.9601715431968141,0.7251836559525511,0.977427070046168,0.9999910911076042,0.0
A03,8192,0.4906867961863782,0.7825715662657967,0.49410865294084666,0.9902340830090214,0.9992264488865269,0.0
A03,32768,0.5347999906791626,1.0530674024428581,1.8005968755561055,0.9905624053873279,0.9995700947957026,0.0
A03,131072,0.4359147605449548,0.1055939881012599,0.705477572919669,0.9903076780867197,0.9999932153289448,0.0
A03,262144,0.8821846286352905,0.4359147605449548,0.8701770751906062,0.9905996406743672,0.999991021132787,0.0
A04,8192,1.7924492804100274,2.1616597636324704,0.5143181714298534,0.9902171496402806,0.9980484728893373,0.0
A04,32768,0.9912577454533691,0.8775188673840173,1.224700223992107,0.9940336254372758,0.9997799132599595,0.0
A04,131072,1.3968541964090795,0.41332724359543715,1.6427736224598808,0.9941825135033666,0.999998994629739,0.0
A04,262144,0.18311897221208712,1.3968541964090795,1.3629900149129903,0.9946649665959316,0.9999574830494272,0.0
A05,8192,0.5121884782632246,0.5036047595704981,1.053432740610549,0.4020612599137159,0.9999555595671458,0.0
A05,32768,0.6991748237044416,1.5029469046724666,0.5789844993346591,0.40260929437554893,0.9996381638947791,0.0
A05,131072,1.574499245468609,1.2810508163768106,0.9498798949777204,0.40546802112336355,0.9999967447981181,0.0
A05,262144,0.9434722276518605,1.574499245468609,1.587199972357667,0.3995354189012246,0.9999153534041038,0.0
A06,8192,0.6226391118365537,0.8714562854797118,1.381139784263585,0.3696648414852298,0.9999706062212771,0.0
A06,32768,0.6368540095584518,0.31625962993790246,1.210238253393599,0.3757403873091712,0.9999302772499891,0.0
A06,131072,1.0135959637964571,0.3744611687980498,1.7214896982215961,0.3795033847352778,0.9999820103879129,0.0
